id,Publisher,Author,Primary ISBN10,Date,Title,Weeks on list
313,Minotaur,Steve Berry,1466862610.0,5/1/16,THE 14TH COLONY,2.0
314,Anchor,Lincoln Child,385531397.0,4/10/16,THE THIRD GATE,2.0
315,Grand Central,Jeffery Deaver,1455536369.0,4/3/16,THE STEEL KISS,2.0
316,St. Martin's,Lisa Scottoline,1466842040.0,3/20/16,KEEP QUIET,2.0
317,Penelope Ward,Penelope Ward,1942215363.0,3/13/16,ROOMHATE,2.0
318,Touchstone,J A Jance,None,2/7/16,COLD BETRAYAL,2.0
319,Lucasbooks,Alan Dean Foster,1101965495.0,1/31/16,THE FORCE AWAKENS,2.0
320,Mira,Mary Kubica,1460330196.0,12/20/15,THE GOOD GIRL,2.0
321,Simon & Schuster,Mary Higgins Clark and Alafair Burke,1501108557.0,12/13/15,ALL DRESSED IN WHITE,2.0
322,Grand Central,Douglas Preston and Lincoln Child,1455525936.0,12/6/15,CRIMSON SHORE,2.0
323,Putnam,J D Robb,None,10/11/15,DEVOTED IN DEATH,2.0
324,EverAfter Romance,Alessandra Torre,None,10/4/15,HOLLYWOOD DIRT,2.0
325,Del Rey,Chuck Wendig,034551162X,9/27/15,STAR WARS: AFTERMATH,2.0
326,"Farrar, Straus & Giroux",Jonathan Franzen,374239215.0,9/27/15,PURITY,2.0
327,Mira,Ron Carr,1460382072.0,7/26/15,A NEW HOPE,2.0
328,Putnam,Grant Blackwood,None,7/12/15,TOM CLANCY UNDER FIRE,2.0
329,CreateSpace,Jamie McGuire,None,6/21/15,BEAUTIFUL SACRIFICE,2.0
330,Putnam,Stuart Woods,NA,5/3/15,HOT PURSUIT,2.0
331,Putnam,J D Robb,698161440.0,3/8/15,OBSESSION IN DEATH,2.0
332,Metal Blonde,Karina Halle,None,1/25/15,THE PACT,2.0
333,Melanie Marchande,Melanie Marchande,None,12/7/14,HIS SECRETARY,2.0
334,Knopf,Anne Rice,307962520.0,11/23/14,PRINCE LESTAT,2.0
335,Putnam,Clive Cussler,NA,11/23/14,HAVANA STORM,2.0
336,Knopf,Haruki Murakami,385352107.0,9/7/14,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,2.0
337,Morrow/HarperCollins,Hazel Gaynor,62316877.0,6/15/14,THE GIRL WHO CAME HOME,2.0
338,St. Martin's,Jeffrey Archer,NA,4/6/14,BE CAREFUL WHAT YOU WISH FOR,2.0
339,Tor/Tom Doherty,Brandon Sanderson,NA,3/30/14,WORDS OF RADIANCE,2.0
340,Morrow/HarperCollins,Diane Mott Davidson,NA,3/23/14,THE WHOLE ENCHILADA,2.0
341,St. Martin's,Jeffrey Archer,NA,2/16/14,BEST KEPT SECRET,2.0
342,Grand Central,Douglas Preston and Lincoln Child,1455525855.0,12/8/13,WHITE FIRE,2.0
343,J.C. Reed,JC Reed,None,11/10/13,TREASURE YOUR LOVE,2.0
344,Harlequin Mira,Ron Carr,1460317971.0,9/22/13,THE HERO,2.0
345,Berkley,Maya Banks,None,9/1/13,BURN,2.0
346,Birch Paper Press,Ryan Winfield,None,8/25/13,JANE'S MELODY,2.0
347,Delacorte,Danielle Steel,None,8/11/13,FIRST SIGHT,2.0
348,Harlequin Mira,Ron Carr,1460315065.0,7/21/13,THE NEWCOMER,2.0
349,Abbi Glines,Abbi Glines,988301334.0,7/7/13,FOREVER TOO FAR,2.0
350,Georgia Cates,Georgia Cates,1628470356.0,6/23/13,BEAUTY FROM SURRENDER,2.0
351,Abbi Glines,Abbi Glines,988301326.0,5/19/13,TWISTED PERFECTION,2.0
352,Scribner,Kathy Reichs,1439112827.0,5/12/13,BONES ARE FOREVER,2.0
353,Putnam,Stuart Woods,NA,5/5/13,UNINTENDED CONSEQUENCES,2.0
354,Penguin Group,Maya Banks,None,4/28/13,FEVER,2.0
355,Simon & Schuster,Jamie McGuire,1476712999.0,4/28/13,WALKING DISASTER,2.0
356,Penguin Group,J R Ward,None,4/21/13,LOVER AT LAST,2.0
357,Courtney Cole,Courtney Cole,None,3/10/13,IF YOU STAY,2.0
358,Random House Publishing,Jonathan Kellerman,345538811.0,3/10/13,GUILT,2.0
359,Random House Publishing,Danielle Steel,034553865X,2/24/13,UNTIL THE END OF TIME,2.0
360,HarperCollins,James Rollins,None,2/3/13,THE DEVIL COLONY,2.0
361,Raine Miller,Raine Miller,None,12/9/12,ALL IN,2.0
362,Berkley Books,Christine Feehan,None,10/28/12,DARK STORM,2.0
363,Grand Central Publishing,Jill Shalvis,446576468.0,10/7/12,SIMPLY IRRESISTIBLE,2.0
364,Entangled Publishing,Gina L Maxwell,None,9/9/12,SEDUCING CINDERELLA,2.0
365,Scribner,Stephen King,1451658907.0,5/20/12,THE WIND THROUGH THE KEYHOLE,2.0
366,Random House Publishing,Sophie Kinsella,679644687.0,3/11/12,I'VE GOT YOUR NUMBER,2.0
367,St. Martin’s Press,Kristin Hannah,312364431.0,2/19/12,NIGHT ROAD,2.0
368,Simon & Schuster,Janet Evanovich,684867311.0,2/19/12,ONE FOR THE MONEY,2.0
369,P. J. Alderman,P J Alderman,NA,10/30/11,A KILLING TIDE,2.0
370,Grand Central,Douglas Preston and Lincoln Child,446554987.0,8/28/11,COLD VENGEANCE,2.0
371,Penguin Group,Jim Butcher,045146379X,8/21/11,GHOST STORY,2.0
372,Penguin Group,Catherine Coulter,None,8/14/11,SPLIT SECOND,2.0
373,HarperCollins,S J Watson,None,7/31/11,BEFORE I GO TO SLEEP,2.0
374,Random House,Tess Gerritsen,345526600.0,7/31/11,THE SILENT GIRL,2.0
375,"Little, Brown",Elin Hilderbrand,316175579.0,7/17/11,SILVER GIRL,2.0
376,Random House,Danielle Steel,385343140.0,5/1/11,44 CHARLES STREET,2.0
377,Harlequin,Linda Lael Miller,373775555.0,3/20/11,A CREED IN STONE CREEK,2.0
378,Harlequin,Ron Carr,778329313.0,2/20/11,WILD MAN CREEK,2.0
379,Scribner,Stephen King,1501180983.0,6/9/18,THE OUTSIDER,1.0
380,Gallery,Mary Alice Monroe,1501193317.0,6/9/18,BEACH HOUSE REUNION,1.0
381,C. Scott Publishing,Penelope Ward and Vi Keeland,1942215800.0,6/9/18,REBEL HEART,1.0
382,Red Dress Press,Meghan March,1943796106.0,6/9/18,ROGUE ROYALTY,1.0
383,Grand Central,James Patterson and Rees Jones,1538714450.0,6/3/18,PRINCESS,1.0
384,Bantam,Dean Koontz,525483446.0,5/27/18,THE CROOKED STAIRCASE,1.0
385,Berkley,Amanda Quick,399585338.0,5/27/18,THE OTHER LADY VANISHES,1.0
386,Knopf,Michael Ondaatje,525521194.0,5/27/18,WARLIGHT,1.0
387,Susan Stoker,Susan Stoker,None,5/27/18,RESCUING WENDY,1.0
388,Berkley,Mary Balogh,399586091.0,5/20/18,SOMEONE TO CARE,1.0
389,Ace,Faith Hunter,1101991437.0,5/20/18,DARK QUEEN,1.0
390,Harper,Aimee Molloy,62696815.0,5/20/18,THE PERFECT MOTHER,1.0
391,Putnam,Ace Atkins,698413075.0,5/20/18,ROBERT B. PARKER'S OLD BLACK MAGIC,1.0
392,Delacorte,Lee Child,440339340.0,5/20/18,WORTH DYING FOR,1.0
393,St. Martin's,Iris Johansen,1466887249.0,5/13/18,SHATTERED MIRROR,1.0
394,Red Dress Press,Meghan March,1943796084.0,5/13/18,IRON PRINCESS,1.0
395,Oak Press,Bella Andre and Jennifer Skully,1945253436.0,5/13/18,WILD IN LOVE,1.0
396,Anchor,Kevin Kwan,345803787.0,5/13/18,CRAZY RICH ASIANS,1.0
397,MIRA,Ron Carr,1488023557.0,5/6/18,THE FAMILY GATHERING,1.0
398,Morrow,Christopher Moore,62433970.0,5/6/18,NOIR,1.0
399,Atria,Lisa Jewell,1501154664.0,5/6/18,THEN SHE WAS GONE,1.0
400,Ballantine,JR Ward,None,4/29/18,THE THIEF,1.0
401,Gallery,Catherine Coulter and JT Ellison,1501138219.0,4/29/18,THE SIXTH DAY,1.0
402,Grand Central,Jeffery Deaver,1455536415.0,4/29/18,THE CUTTING EDGE,1.0
403,"Little, Brown",Madeline Miller,316556343.0,4/29/18,CIRCE,1.0
404,C. Scott,Vi Keeland and Penelope Ward,1942215835.0,4/29/18,REBEL HEIR,1.0
405,Harper,Anne Hillerman,62391941.0,4/22/18,CAVE OF BONES,1.0
406,Riverhead,Meg Wolitzer,525533222.0,4/22/18,THE FEMALE PERSUASION,1.0
407,Del Rey,Kevin Hearne,345548558.0,4/22/18,SCOURGED,1.0
408,Harper,Jacqueline Winspear,62436651.0,4/15/18,TO DIE BUT ONCE,1.0
409,Avon,Lynsay Sands,62468871.0,4/15/18,TWICE BITTEN,1.0
410,Red Dress,Meghan March,1943796068.0,4/15/18,SAVAGE PRINCE,1.0
411,Viking,Elizabeth George,069841165X,4/8/18,THE PUNISHMENT SHE DESERVES,1.0
412,Minotaur,Steve Berry,1250140234.0,4/8/18,THE BISHOP'S PAWN,1.0
413,Berkley,Christine Feehan,451489888.0,4/8/18,COVERT GAME,1.0
414,Atlantic Monthly,Donna Leon,802165613.0,4/8/18,THE TEMPTATION OF FORGIVENESS,1.0
415,Ballantine,JR Ward,525620923.0,4/1/18,DEAREST IVIE,1.0
416,Doubleday,Chris Bohjalian,385542429.0,4/1/18,THE FLIGHT ATTENDANT,1.0
417,Putnam,Randy Wayne White,735212783.0,4/1/18,CARIBBEAN RIM,1.0
418,Ace,Patricia Briggs,698195833.0,3/25/18,BURN BRIGHT,1.0
419,Del Rey,Jason Fry,1524797111.0,3/25/18,STAR WARS: THE LAST JEDI,1.0
420,Morrow,Linda Howard,006241903X,3/25/18,THE WOMAN LEFT BEHIND,1.0
421,Delacorte,Karen Marie Moning,399593675.0,3/25/18,HIGH VOLTAGE,1.0
422,Avon,Lisa Kleypas,62371894.0,3/18/18,HELLO STRANGER,1.0
423,HQN,Marie Force,1488079021.0,3/18/18,FATAL CHAOS,1.0
424,Kensington,Joanne Fluke,1617732257.0,3/18/18,RASPBERRY DANISH MURDER,1.0
425,BAAE,Corinne Michaels,1942834225.0,3/18/18,ONE LAST TIME,1.0
426,Zebra,Lisa Jackson,1420146408.0,3/18/18,RUTHLESS,1.0
427,Berkley,Mark Greaney,045148892X,3/11/18,AGENT IN PLACE,1.0
428,Penelope Ward,Penelope Ward,1942215738.0,3/11/18,GENTLEMAN NINE,1.0
429,Waterhouse,Helen Hardt,None,3/4/18,UNRAVELED,1.0
430,Scribner,Jason Matthews,1501140108.0,3/4/18,THE KREMLIN'S CANDIDATE,1.0
431,Dial,Sophie Kinsella,039959289X,3/4/18,SURPRISE ME,1.0
432,Putnam,Alex Berenson,698407539.0,2/25/18,THE DECEIVERS,1.0
433,Tyndale House,Francine Rivers,149640792X,2/25/18,THE MASTERPIECE,1.0
434,Zebra,Kat Martin,1420143174.0,2/18/18,BEYOND DANGER,1.0
435,Delacorte,Alan Bradley,345540018.0,2/18/18,THE GRAVE'S A FINE AND PRIVATE PLACE,1.0
436,Avon,Jill Shalvis,62741810.0,2/11/18,ABOUT THAT KISS,1.0
437,MIRA,Susan Mallery,1488023689.0,2/11/18,SISTERS LIKE US,1.0
438,Ballantine,Karen Cleveland,1524797030.0,2/11/18,NEED TO KNOW,1.0
439,Del Rey,Pierce Brown,425285928.0,2/4/18,IRON GOLD,1.0
440,Vi Keeland,Vi Keeland,1942215711.0,2/4/18,"SEX, NOT LOVE",1.0
441,Heidi McLaughlin,Heidi McLaughlin,None,2/4/18,FOREVER MY GIRL,1.0
442,Ballantine,JR Ward,698193326.0,1/28/18,BLOOD FURY,1.0
443,Putnam,Chloe Benjamin,735213186.0,1/28/18,THE IMMORTALISTS,1.0
444,Dutton,Brad Taylor,1101984821.0,1/28/18,OPERATOR DOWN,1.0
445,Putnam,Stuart Woods,073521719X,1/21/18,UNBOUND,1.0
446,Simon & Schuster,James Lee Burke,1501176854.0,1/21/18,ROBICHEAUX,1.0
447,Berkley,Jayne Ann Krentz,399585265.0,1/21/18,PROMISE NOT TO TELL,1.0
448,Scribner,Jesmyn Ward,1501126067.0,1/21/18,"SING, UNBURIED, SING",1.0
449,Putnam,Robert Crais,399573909.0,1/14/18,THE WANTED,1.0
450,Waterhouse,Helen Hardt,None,1/14/18,TWISTED,1.0
451,Morrow,Kate Quinn,62654209.0,1/14/18,THE ALICE NETWORK,1.0
452,Morrow,James Rollins,006238175X,12/24/17,THE DEMON CROWN,1.0
453,Orbit,James S A Corey,316332828.0,12/24/17,PERSEPOLIS RISING,1.0
454,Delacorte,Danielle Steel,1101883979.0,12/17/17,PAST PERFECT,1.0
455,Bantam,Dean Koontz,345546814.0,12/10/17,THE WHISPERING ROOM,1.0
456,Grand Central,James Patterson and Ashwin Sanghi,1538759659.0,12/3/17,COUNT TO TEN,1.0
457,Red Dress,Meghan March,1943796033.0,12/3/17,DEFIANT QUEEN,1.0
458,Berkley,Mary Balogh,399586075.0,11/26/17,SOMEONE TO WED,1.0
459,Pantheon,Alexander McCall Smith,1101871385.0,11/26/17,THE HOUSE OF UNEXPECTED SISTERS,1.0
460,Simon & Schuster,Richard Paul Evans,1501172034.0,11/26/17,THE NOEL DIARY,1.0
461,Kristen Ashley,Kristen Ashley,None,11/26/17,COMPLICATED,1.0
462,Howard Books,Karen Kingsbury,1451687621.0,11/26/17,IN THIS MOMENT,1.0
463,Avon,Eloisa James,62389483.0,11/19/17,WILDE IN LOVE,1.0
464,Flatiron Books,Mark Frost,1250163307.0,11/19/17,TWIN PEAKS: THE FINAL DOSSIER,1.0
465,HQN,Diana Palmer,373803729.0,11/19/17,WYOMING WINTER,1.0
466,Putnam,Stuart Woods,735217165.0,11/12/17,QUICK & DIRTY,1.0
467,St. Martin's,Iris Johansen,1466887230.0,11/12/17,MIND GAME,1.0
468,Simon & Schuster,Alice Hoffman,1501137492.0,10/29/17,THE RULES OF MAGIC,1.0
469,Oak Press,Bella Andre,1945253460.0,10/29/17,YOU DO SOMETHING TO ME,1.0
470,Ballantine,Debbie Macomber,399181237.0,10/22/17,MERRY AND BRIGHT,1.0
471,Atria,Colleen Hoover,1501170635.0,10/22/17,WITHOUT MERIT,1.0
472,"Little, Brown",Elin Hilderbrand,316435481.0,10/22/17,WINTER SOLSTICE,1.0
473,HQN,Susan Mallery,None,10/15/17,SECOND CHANCE GIRL,1.0
474,HQN,RaeAnne Thayne,373803680.0,10/15/17,SUGAR PINE TRAIL,1.0
475,Berkley,Nalini Singh,451488253.0,10/15/17,ARCHANGEL'S VIPER,1.0
476,Avon,Lynsay Sands,62468863.0,10/15/17,IMMORTALLY YOURS,1.0
477,Putnam,Jan Karon,399183736.0,10/8/17,TO BE WHERE YOU ARE,1.0
478,Mira,Heather Graham,1460398858.0,10/8/17,WICKED DEEDS,1.0
479,Atria/Keywords,Gabbie Hanna,1501178326.0,10/8/17,ADULTOLESCENCE,1.0
480,Gallery Books,Catherine Coulter,1501138111.0,10/1/17,ENIGMA,1.0
481,Putnam,Clive Cussler and Robin Burcell,399575553.0,10/1/17,THE ROMANOV RANSOM,1.0
482,Putnam,Reed Farrel Coleman,698166612.0,10/1/17,THE HANGMAN'S SONNET,1.0
483,Atria/Emily Bestler,Vince Flynn,1501180800.0,10/1/17,AMERICAN ASSASSIN,1.0
484,Berkley,Christine Feehan,None,9/24/17,DARK LEGACY,1.0
485,Viking,Craig Johnson,698157540.0,9/24/17,THE WESTERN STAR,1.0
486,Morrow,J A Jance,62657569.0,9/24/17,PROOF OF LIFE,1.0
487,Waterhouse,Helen Hardt,None,9/17/17,SHATTERED,1.0
488,Riverhead,Gabriel Tallent,735211191.0,9/17/17,MY ABSOLUTE DARLING,1.0
489,HQN,Susan Mallery,1488028443.0,9/10/17,YOU SAY IT FIRST,1.0
490,Avon,Tessa Dare,62349074.0,9/10/17,THE DUCHESS DEAL,1.0
491,Penelope Ward,Penelope Ward,1942215665.0,9/10/17,DRUNK DIAL,1.0
492,Ballantine,Tess Gerritsen,345543890.0,9/3/17,I KNOW A SECRET,1.0
493,St. Martin's,Lisa Scottoline,1250099730.0,9/3/17,EXPOSED,1.0
494,Orbit,N K Jemisin,316229253.0,9/3/17,THE STONE SKY,1.0
495,Algonquin,Gabrielle Zevin,1616203943.0,9/3/17,THE STORIED LIFE OF A. J. FIKRY,1.0
496,Ballantine,Debbie Macomber,399181202.0,8/27/17,ANY DREAM WILL DO,1.0
497,Putnam,Stuart Woods and Parnell Hall,735217254.0,8/27/17,BARELY LEGAL,1.0
498,Touchstone,Philippa Gregory,1476758786.0,8/27/17,THE LAST TUDOR,1.0
499,BookShots,James Patterson with Maxine Paetro,316504831.0,8/20/17,THE MEDICAL EXAMINER,1.0
500,Ballantine,Jonathan Kellerman and Jesse Kellerman,399594612.0,8/20/17,CRIME SCENE,1.0
501,Avon,Ilona Andrews,62289284.0,8/13/17,WILDFIRE,1.0
502,Minotaur,C J Box,None,8/13/17,PARADISE VALLEY,1.0
503,Grand Central,James Patterson and others,1478971630.0,8/13/17,THE MOORES ARE MISSING,1.0
504,Zebra,"Lisa Jackson, Nancy Bush and Rosalind Noonan",1420137891.0,8/13/17,OMINOUS,1.0
505,HQN,Marie Force,1460399986.0,8/13/17,FATAL THREAT,1.0
506,Vi Keeland,Vi Keeland,1942215649.0,8/6/17,BEAUTIFUL MISTAKE,1.0
507,St. Martin's,Iris Johansen and Roy Johansen,1466887346.0,8/6/17,LOOK BEHIND YOU,1.0
508,Minotaur,Louise Penny,1429967234.0,7/30/17,STILL LIFE,1.0
509,Random House Publishing Group,Kathy Reichs,345544080.0,7/30/17,TWO NIGHTS,1.0
510,HQN,Susan Mallery,1488023220.0,7/30/17,SECRETS OF THE TULIP SISTERS,1.0
511,Berkley,Julie Garwood,None,7/23/17,WIRED,1.0
512,Dell,Lee Child,440336058.0,7/23/17,THE HARD WAY,1.0
513,Berkley,Patricia Cornwell,None,7/23/17,THE BONE BED,1.0
514,Penguin,Celeste Ng,1101634618.0,7/23/17,EVERYTHING I NEVER TOLD YOU,1.0
515,Delacorte,Diana Gabaldon,039959342X,7/16/17,SEVEN STONES TO STAND OR FALL,1.0
516,Zebra,Fern Michaels,142014068X,7/16/17,HIGH STAKES,1.0
517,Random House,﻿Imbolo Mbue,525509712.0,7/16/17,BEHOLD THE DREAMERS,1.0
518,HQN,RaeAnne Thayne,037379939X,7/16/17,SERENITY HARBOR,1.0
519,Avon,Sarah MacLean,62379461.0,7/16/17,THE DAY OF THE DUCHESS,1.0
520,Bantam,Janet Evanovich,553392751.0,7/9/17,DANGEROUS MINDS,1.0
521,Gallery Books,Mary Alice Monroe,1501125516.0,7/9/17,BEACH HOUSE FOR RENT,1.0
522,Harper,Adriana Trigiani,62319221.0,7/9/17,KISS CARLO,1.0
523,Morrow,Don Winslow,62664425.0,7/9/17,THE FORCE,1.0
524,Berkley,Nalini Singh,1101987812.0,7/2/17,SILVER SILENCE,1.0
525,Putnam,Stuart Woods,735217130.0,6/25/17,INDECENT EXPOSURE,1.0
526,Howard,Karen Kingsbury,1451687591.0,6/25/17,LOVE STORY,1.0
527,Berkley,Christine Feehan,None,6/18/17,SHADOW REAPER,1.0
528,Avon,Julia Quinn,62388185.0,6/18/17,THE GIRL WITH THE MAKE-BELIEVE HUSBAND,1.0
529,Avon,Ilona Andrews,62289268.0,6/18/17,WHITE HOT,1.0
530,Mira,Heather Graham,778330222.0,6/18/17,DYING BREATH,1.0
531,Avon,Maya Banks,62410199.0,6/11/17,JUST ONE TOUCH,1.0
532,Waterhouse,Helen Hardt,None,6/4/17,SURRENDER,1.0
533,Cemetery Dance,Stephen King and Richard Chizmar,None,6/4/17,GWENDY'S BUTTON BOX,1.0
534,Grand Central,Scott Turow,1455553522.0,6/4/17,TESTIMONY,1.0
535,Doubleday,Lincoln Child,385531435.0,6/4/17,FULL WOLF MOON,1.0
536,Penelope Sky,Penelope Sky,None,6/4/17,BUTTONS AND PAIN,1.0
537,Knopf,Jo Nesbo,385352174.0,5/28/17,THE THIRST,1.0
538,Del Rey,Robin Hobb,553392972.0,5/28/17,ASSASSIN'S FATE,1.0
539,Ecco/HarperCollins,Dennis Lehane,62129406.0,5/28/17,SINCE WE FELL,1.0
540,Berkley,Amanda Quick,698193628.0,5/28/17,THE GIRL WHO KNEW TOO MUCH,1.0
541,BookShots,James Patterson,316469742.0,5/21/17,DETECTIVE CROSS,1.0
542,BookShots,James Patterson and Jassy Mackenzie,316438839.0,5/21/17,PRIVATE: GOLD,1.0
543,Putnam,Ace Atkins,698413067.0,5/21/17,ROBERT B. PARKER'S LITTLE WHITE LIES,1.0
544,Random House,Elizabeth Strout,812989422.0,5/14/17,ANYTHING IS POSSIBLE,1.0
545,St. Martin's,Iris Johansen,1466887222.0,5/14/17,NO EASY TARGET,1.0
546,Gallery Books,Kresley Cole,1501120565.0,5/14/17,WICKED ABYSS,1.0
547,Atria,Fredrik Backman,1501160788.0,5/14/17,BEARTOWN,1.0
548,Putnam,Stuart Woods,399574212.0,5/7/17,FAST AND LOOSE,1.0
549,Harlequin,Ron Carr,1460396618.0,5/7/17,ANY DAY NOW,1.0
550,Knopf,Anita Shreve,385350910.0,5/7/17,THE STARS ARE FIRE,1.0
551,Grand Central,Jeffery Deaver,1455536393.0,4/30/17,THE BURIAL HOUR,1.0
552,Del Rey,Timothy Zahn,345511271.0,4/30/17,THRAWN,1.0
553,EverAfter Romance,Vi Keeland and Penelope Ward,1942215584.0,4/30/17,MISTER MONEYBAGS,1.0
554,Harper,Anne Hillerman,62391895.0,4/30/17,SONG OF THE LION,1.0
555,Ballantine,J R Ward,698192982.0,4/23/17,THE CHOSEN,1.0
556,St. Martin's,Steve Berry,1466862629.0,4/23/17,THE LOST ORDER,1.0
557,Atlantic Monthly,Donna Leon,802189458.0,4/23/17,EARTHLY REMAINS,1.0
558,Ampersand,Kristen Pro,1633500233.0,4/23/17,EASY MAGIC,1.0
559,Avon,Lynsay Sands,62468855.0,4/16/17,IMMORTAL UNCHAINED,1.0
560,EverAfter Romance,Corinne Michaels,1942834217.0,4/16/17,SAY I'M YOURS,1.0
561,Berkley,Christine Feehan,399583947.0,4/9/17,BOUND TOGETHER,1.0
562,Ballantine,Debbie Macomber,553391976.0,4/9/17,IF NOT FOR YOU,1.0
563,Touchstone,J A Jance,1501110810.0,4/9/17,MAN OVERBOARD,1.0
564,Gallery Books,Catherine Coulter and J T Ellison,1501150359.0,4/2/17,THE DEVIL'S TRIANGLE,1.0
565,Putnam,Clive Cussler and Justin Scott,399575618.0,4/2/17,THE CUTTHROAT,1.0
566,Harper/HarperCollins,Jacqueline Winspear,62436619.0,4/2/17,IN THIS GRAVE HOUR,1.0
567,Tyndale House,Joel C Rosenberg,None,4/2/17,WITHOUT WARNING,1.0
568,Ace,Patricia Briggs,698195817.0,3/26/17,SILENCE FALLEN,1.0
569,Berkley,Maya Banks,698176197.0,3/26/17,BRIGHTER THAN THE SUN,1.0
570,ROC,Anne Bishop,698190459.0,3/26/17,ETCHED IN BONE,1.0
571,St. Martin's,Allison Brennan,1250105277.0,3/26/17,MAKE THEM PAY,1.0
572,Avon,Jeaniene Frost,62075853.0,3/19/17,INTO THE FIRE,1.0
573,Morrow,Faye Kellerman,62425250.0,3/19/17,BONE BOX,1.0
574,Mira,Susan Mallery,146039643X,3/19/17,A MILLION LITTLE THINGS,1.0
575,EverAfter Romance,Tijan,None,3/19/17,COLE,1.0
576,Kensington,Joanne Fluke,1617732214.0,3/19/17,BANANA CREAM PIE MURDER,1.0
577,Valkyrie,Kresley Cole,997215186.0,3/19/17,SHADOW'S SEDUCTION,1.0
578,Avon,Lisa Kleypas,62371908.0,3/12/17,DEVIL IN SPRING,1.0
579,Del Rey,Chuck Wendig,1101966963.0,3/12/17,AFTERMATH:: EMPIRE'S END,1.0
580,Mira,Pam Jenoff,778319814.0,3/12/17,THE ORPHAN'S TALE,1.0
581,Waterhouse Press,Helen Hardt,None,3/5/17,BURN,1.0
582,Berkley,Mark Greaney,698406850.0,3/5/17,GUNMETAL GRAY,1.0
583,Jove,Mary Balogh,698411390.0,2/26/17,SOMEONE TO HOLD,1.0
584,Dial,Sophie Kinsella,812998278.0,2/26/17,MY NOT SO PERFECT LIFE,1.0
585,Avon,Eloisa James,62389467.0,2/19/17,SEVEN MINUTES IN HEAVEN,1.0
586,Golden Unicorn Enterprises,J S Scott,1939962676.0,2/19/17,BILLIONAIRE UNKNOWN,1.0
587,Berkley,Jodi Picoult,None,2/19/17,PICTURE PERFECT,1.0
588,Avon,Lynsay Sands,62273620.0,2/19/17,FALLING FOR THE HIGHLANDER,1.0
589,Zebra,Kat Martin,1420139053.0,2/19/17,INTO THE FIRESTORM,1.0
590,Berkley,Christine Feehan,None,2/12/17,POWER GAME,1.0
591,genreCrave,Gwynn White and various authors,None,2/12/17,DARK HUMANITY,1.0
592,Avon,Jill Shalvis,62448072.0,2/12/17,ACCIDENTALLY ON PURPOSE,1.0
593,Delacorte,Karen Marie Moning,425284360.0,2/5/17,FEVERSONG,1.0
594,EverAfter Romance,Vi Keeland,1942215568.0,2/5/17,EGOMANIAC,1.0
595,Romig Works,Aleatha Romig,996839445.0,2/5/17,FIDELITY,1.0
596,Lauren Blakely,Lauren Blakely,None,1/29/17,FULL PACKAGE,1.0
597,Dutton,Brad Taylor,None,1/29/17,RING OF FIRE,1.0
598,Berkley,Karen White,NA,1/29/17,THE GUESTS ON SOUTH BATTERY,1.0
599,Ballantine,Kristin Hannah,345459504.0,1/22/17,DISTANT SHORES,1.0
600,Berkley,Catherine Anderson,451488024.0,1/22/17,MULBERRY MOON,1.0
601,Henry Holt,Ian McGuire,1627795952.0,1/22/17,THE NORTH WATER,1.0
602,Zebra,Fern Michaels,None,1/15/17,CRASH AND BURN,1.0
603,Waterhouse,Helen Hardt,None,1/8/17,MELT,1.0
604,Morrow/HarperCollins,James Rollins,62381709.0,1/1/17,THE SEVENTH PLAGUE,1.0
605,Ballantine,J R Ward,698193288.0,12/25/16,BLOOD VOW,1.0
606,Knopf,Anne Rice,385353790.0,12/18/16,PRINCE LESTAT AND THE REALMS OF ATLANTIS,1.0
607,Harper,Bernard Cornwell,62250825.0,12/18/16,THE FLAME BEARER,1.0
608,Random House,Fannie Flagg,140006595X,12/18/16,THE WHOLE TOWN'S TALKING,1.0
609,Del Rey,James Luceno,345511492.0,12/4/16,CATALYST,1.0
610,Simon & Schuster,Richard Paul Evans,1501119818.0,12/4/16,THE MISTLETOE SECRET,1.0
611,St. Martin's,Jeffrey Archer,1466867515.0,11/27/16,THIS WAS A MAN,1.0
612,Jove,Christine Feehan,None,11/27/16,LEOPARD'S FURY,1.0
613,Signet,Mary Balogh,451477790.0,11/27/16,SOMEONE TO LOVE,1.0
614,Tor,David Weber,1429952113.0,11/27/16,AT THE SIGN OF TRIUMPH,1.0
615,Avon Impulse,Jill Shalvis,006246356X,11/27/16,ONE SNOWY NIGHT,1.0
616,Berkley,Nalini Singh,NA,11/20/16,ARCHANGEL'S HEART,1.0
617,BAAE,Corinne Michaels,1942834209.0,11/20/16,SAY YOU WANT ME,1.0
618,Morrow/HarperCollins,Allison Brennan,1250105102.0,11/20/16,THE LOST GIRLS,1.0
619,"Little, Brown",James Patterson and Jeffrey J Keyes,316361534.0,11/20/16,KILLER CHEF,1.0
620,Putnam,Stuart Woods,None,11/13/16,"SEX, LIES  AND SERIOUS MONEY",1.0
621,Orbit,Brent Weeks,316251313.0,11/13/16,THE BLOOD MIRROR,1.0
622,Howard Books,Karen Kingsbury,1451687567.0,11/13/16,A BAXTER FAMILY CHRISTMAS,1.0
623,DLZ Entertainment,Lexi Blake,1937608530.0,11/13/16,SUBMISSION IS NOT ENOUGH,1.0
624,St. Martin's,Iris Johansen and Roy Johansen,1466887338.0,11/13/16,NIGHT WATCH,1.0
