id,Artwork ID,Artist Last Name,Artist First Name,Artist ID,Artwork Title,Medium,Year Created,Acquisition,Acquisition Year,Image,Webpage
4323,23328.0,Oliver,William,2446.0,Palace of the Pope at Avignon,Graphite on paper,1844.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08536_8.jpg,http://www.tate.org.uk/art/artworks/oliver-palace-of-the-pope-at-avignon-t08536
4324,23831.0,Towne,Francis,553.0,Toward the Head of the Lake of Como,Ink and watercolour on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08556_8.jpg,http://www.tate.org.uk/art/artworks/towne-toward-the-head-of-the-lake-of-como-t08556
4325,23824.0,Towne,Francis,553.0,Le Rêve,Ink and watercolour on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08557_8.jpg,http://www.tate.org.uk/art/artworks/towne-le-reve-t08557
4326,23819.0,Towne,Francis,553.0,"Monte Cavo, I",Watercolour and ink on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1996.0,http://www.tate.org.uk/art/images/work/T/T08/T08559_8.jpg,http://www.tate.org.uk/art/artworks/towne-monte-cavo-i-t08559
4327,23829.0,Towne,Francis,553.0,Bisone,Ink and watercolour on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08560_8.jpg,http://www.tate.org.uk/art/artworks/towne-bisone-t08560
4328,23846.0,Towne,Francis,553.0,Lake of Lugano,Ink and watercolour on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08562_8.jpg,http://www.tate.org.uk/art/artworks/towne-lake-of-lugano-t08562
4329,23852.0,Towne,Francis,553.0,Landscape Composition,Ink on paper,1780.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08567_8.jpg,http://www.tate.org.uk/art/artworks/towne-landscape-composition-t08567
4330,23822.0,Towne,Francis,553.0,Landscape No. 1,Ink and watercolour on paper,1780.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08568_8.jpg,http://www.tate.org.uk/art/artworks/towne-landscape-no-1-t08568
4331,23828.0,Towne,Francis,553.0,Lake of Como,Ink and watercolour on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08569_8.jpg,http://www.tate.org.uk/art/artworks/towne-lake-of-como-t08569
4332,23847.0,Towne,Francis,553.0,Near Mount Splügen,Ink and watercolour on paper,1781.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08571_8.jpg,http://www.tate.org.uk/art/artworks/towne-near-mount-splugen-t08571
4333,23854.0,Sanders,Ann,2539.0,"Wooded Landscape with Traveller and Packhorse, after F. Towne",Watercolour on paper,1778.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08575_8.jpg,http://www.tate.org.uk/art/artworks/sanders-wooded-landscape-with-traveller-and-packhorse-after-f-towne-t08575
4334,22269.0,Barlow,Francis,20.0,"Cock, Hen and Sparrows","Graphite, ink and watercolour on paper",1680.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08580_8.jpg,http://www.tate.org.uk/art/artworks/barlow-cock-hen-and-sparrows-t08580
4335,23310.0,Nattes,John Claude,2444.0,Entrance to Tunbridge Town,Graphite and ink on paper,1798.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08640_8.jpg,http://www.tate.org.uk/art/artworks/nattes-entrance-to-tunbridge-town-t08640
4336,23910.0,Varley,John,569.0,"A Country Woman, Seated",Graphite on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08684_8.jpg,http://www.tate.org.uk/art/artworks/varley-a-country-woman-seated-t08684
4337,22378.0,Burney,Edward Francis,2334.0,The Widower: Vignette,"Graphite, chalk, ink and watercolour on paper",1819.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08729_8.jpg,http://www.tate.org.uk/art/artworks/burney-the-widower-vignette-t08729
4338,22466.0,Cotman,John Sell,116.0,Houses at Epsom,Graphite and watercolour on paper,1800.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08765_8.jpg,http://www.tate.org.uk/art/artworks/cotman-houses-at-epsom-t08765
4339,22490.0,Cozens,Alexander,118.0,The Valley of the Rhone,Graphite and watercolour on paper,1746.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08815_8.jpg,http://www.tate.org.uk/art/artworks/cozens-the-valley-of-the-rhone-t08815
4340,22464.0,Cotman,John Sell,116.0,Carnarvon,"Graphite, watercolour and gum arabic on paper",1800.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08830_8.jpg,http://www.tate.org.uk/art/artworks/cotman-carnarvon-t08830
4341,22887.0,Fripp,Alfred Downing,2426.0,Capri,"Graphite, watercolour and gouache on paper",1853.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08882_8.jpg,http://www.tate.org.uk/art/artworks/fripp-capri-t08882
4342,22670.0,Crowe,Eyre,2420.0,Boulogne-sur-mer,Graphite on paper,1846.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08911_8.jpg,http://www.tate.org.uk/art/artworks/crowe-boulogne-sur-mer-t08911
4343,22964.0,Grimm,Samuel Hieronymous,226.0,Les Andelys,"Graphite, watercolour and ink on paper",1774.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T08/T08936_8.jpg,http://www.tate.org.uk/art/artworks/grimm-les-andelys-t08936
4344,23093.0,Inchbold,John William,293.0,"A Young Palm, Valentia",Graphite and watercolour on paper,1865.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09027_8.jpg,http://www.tate.org.uk/art/artworks/inchbold-a-young-palm-valentia-t09027
4345,23079.0,Inchbold,John William,293.0,San Giorgio from the Ducal Palace,"Graphite, watercolour and gouache on paper",1863.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09035_8.jpg,http://www.tate.org.uk/art/artworks/inchbold-san-giorgio-from-the-ducal-palace-t09035
4346,23066.0,Inchbold,John William,293.0,A Sunlit Wood,Graphite and watercolour on paper,1861.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09048_8.jpg,http://www.tate.org.uk/art/artworks/inchbold-a-sunlit-wood-t09048
4347,23182.0,Loudoun,Edith Maud Rawdon-Hasting,2554.0,Skeleton Ball,Graphite and ink on paper,1866.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09072_8.jpg,http://www.tate.org.uk/art/artworks/loudoun-skeleton-ball-t09072
4348,23285.0,Mulready,William,392.0,Head of an Old Man,Ink and gouache on paper,1860.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09118_8.jpg,http://www.tate.org.uk/art/artworks/mulready-head-of-an-old-man-t09118
4349,23431.0,Richardson,Jonathan,2584.0,Mr Drake of Shardeloes,Graphite on parchment,1734.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09134_8.jpg,http://www.tate.org.uk/art/artworks/richardson-mr-drake-of-shardeloes-t09134
4350,23433.0,Richmond,George,447.0,"Portrait of E.M. Ward, RA (1816-1879)",Chalk and watercolour on paper,1839.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09139_8.jpg,http://www.tate.org.uk/art/artworks/richmond-portrait-of-em-ward-ra-1816-1879-t09139
4351,23409.0,Rebecca,Biagio,2528.0,The Apotheosis of Handel,Graphite and ink on paper,1787.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09149_8.jpg,http://www.tate.org.uk/art/artworks/rebecca-the-apotheosis-of-handel-t09149
4352,23456.0,Roberts,David,454.0,Carmelite Monks at Seville,Graphite and watercolour on paper,1853.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09206_8.jpg,http://www.tate.org.uk/art/artworks/roberts-carmelite-monks-at-seville-t09206
4353,23805.0,Thornhill,Sir James,550.0,"Design for the Pediment of Queen’s College, Oxford",Graphite on paper,1716.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09246_8.jpg,http://www.tate.org.uk/art/artworks/thornhill-design-for-the-pediment-of-queens-college-oxford-t09246
4354,23980.0,Wheatley,Francis,597.0,Enniskerry,Graphite and watercolour on paper,1783.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09262_8.jpg,http://www.tate.org.uk/art/artworks/wheatley-enniskerry-t09262
4355,23420.0,Richards,John Inigo,446.0,Totnes,Graphite and watercolour on paper,1765.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09339_8.jpg,http://www.tate.org.uk/art/artworks/richards-totnes-t09339
4356,23423.0,Richards,John Inigo,446.0,"Bell Tower, Salisbury","Graphite, watercolour and pen on paper",1768.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09342_8.jpg,http://www.tate.org.uk/art/artworks/richards-bell-tower-salisbury-t09342
4357,23352.0,Payne,William,2225.0,Landscape with Donkeys,"Watercolour, gouache and gum arabic on paper",1798.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09367_8.jpg,http://www.tate.org.uk/art/artworks/payne-landscape-with-donkeys-t09367
4358,22822.0,Downman,John,159.0,"The Lateran, Rome","Graphite, watercolour and ink on paper",1774.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09407_8.jpg,http://www.tate.org.uk/art/artworks/downman-the-lateran-rome-t09407
4359,22813.0,Downman,John,159.0,Rocca del Papa and Monte Cavo,"Graphite, watercolour and ink on paper",1774.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09408_8.jpg,http://www.tate.org.uk/art/artworks/downman-rocca-del-papa-and-monte-cavo-t09408
4360,22820.0,Downman,John,159.0,Monte Jove,Graphite and watercolour on paper,1774.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09409_8.jpg,http://www.tate.org.uk/art/artworks/downman-monte-jove-t09409
4361,23013.0,Holland,James,268.0,Venetian Scene,Graphite and oil pastel on paper,1847.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09437_8.jpg,http://www.tate.org.uk/art/artworks/holland-venetian-scene-t09437
4362,22652.0,Cristall,Joshua,123.0,Dolgelley,Graphite and watercolour on paper,1820.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09460_8.jpg,http://www.tate.org.uk/art/artworks/cristall-dolgelley-t09460
4363,22315.0,Benazech,Peter Paul,2549.0,Classical Composition with Temple and Lake,"Graphite, watercolour and ink on paper",1788.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09461_8.jpg,http://www.tate.org.uk/art/artworks/benazech-classical-composition-with-temple-and-lake-t09461
4364,22316.0,Berkeley,Rev C J R,2481.0,Dolgelley,"Graphite, watercolour and gouache on paper",1802.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09466_8.jpg,http://www.tate.org.uk/art/artworks/berkeley-dolgelley-t09466
4365,22823.0,Downman,John,159.0,"The Colosseum, Rome",Graphite and watercolour on paper,1774.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09526_8.jpg,http://www.tate.org.uk/art/artworks/downman-the-colosseum-rome-t09526
4366,22829.0,Downman,John,159.0,Near the City of Nice. (A Wide Valley),Graphite and watercolour on paper,1773.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09544_8.jpg,http://www.tate.org.uk/art/artworks/downman-near-the-city-of-nice-a-wide-valley-t09544
4367,23098.0,Jackson,John,295.0,Portrait of a Young Man. ?E.M. Ward,Graphite on paper,1822.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09547_8.jpg,http://www.tate.org.uk/art/artworks/jackson-portrait-of-a-young-man-em-ward-t09547
4368,22666.0,Cristall,Joshua,123.0,Near Bethgellert,Graphite on paper,1831.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09861_8.jpg,http://www.tate.org.uk/art/artworks/cristall-near-bethgellert-t09861
4369,22655.0,Cristall,Joshua,123.0,Monnow Bridge,Graphite on paper,1803.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T09/T09873_8.jpg,http://www.tate.org.uk/art/artworks/cristall-monnow-bridge-t09873
4370,23735.0,Stothard,Thomas,531.0,A Group of Five Maidens,"Graphite, ink and watercolour on paper",1790.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10067_8.jpg,http://www.tate.org.uk/art/artworks/stothard-a-group-of-five-maidens-t10067
4371,23743.0,Stothard,Thomas,531.0,Hafod,Graphite on paper,1810.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10075_8.jpg,http://www.tate.org.uk/art/artworks/stothard-hafod-t10075
4372,22808.0,Downman,John,159.0,"View of Roof Tops, Nice",Graphite and watercolour on paper,1773.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10169_8.jpg,http://www.tate.org.uk/art/artworks/downman-view-of-roof-tops-nice-t10169
4373,22809.0,Downman,John,159.0,The Crater of Vesuvius,Graphite and watercolour on paper,1774.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10174_8.jpg,http://www.tate.org.uk/art/artworks/downman-the-crater-of-vesuvius-t10174
4374,23994.0,Wilson,Andrew,2467.0,Landscape Composition,"Graphite, watercolour and ink on paper",1845.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10245_8.jpg,http://www.tate.org.uk/art/artworks/wilson-landscape-composition-t10245
4375,23429.0,Richardson,Jonathan,2584.0,Portrait of Francisco Algarotti (1712-1764),Graphite on parchment,1726.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10435_8.jpg,http://www.tate.org.uk/art/artworks/richardson-portrait-of-francisco-algarotti-1712-1764-t10435
4376,22785.0,Davis,John Scarlett,140.0,"An Annunciation, after ?",Graphite and watercolour on paper,1831.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10578_8.jpg,http://www.tate.org.uk/art/artworks/davis-an-annunciation-after-t10578
4377,23356.0,Percy,Lady Susan Elizabeth,2523.0,London with Mr H [cut],Graphite and watercolour on paper,1796.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10694_8.jpg,http://www.tate.org.uk/art/artworks/percy-london-with-mr-h-cut-t10694
4378,23357.0,Percy,Lady Susan Elizabeth,2523.0,Nacton,Graphite and watercolour on paper,1798.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10695_8.jpg,http://www.tate.org.uk/art/artworks/percy-nacton-t10695
4379,23358.0,Percy,Lady Susan Elizabeth,2523.0,Knowl Park,Graphite and watercolour on paper,1799.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10696_8.jpg,http://www.tate.org.uk/art/artworks/percy-knowl-park-t10696
4380,23361.0,Percy,Lady Susan Elizabeth,2523.0,Venice,Chalk and watercolour on paper,1834.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10699_8.jpg,http://www.tate.org.uk/art/artworks/percy-venice-t10699
4381,23360.0,Percy,Lady Susan Elizabeth,2523.0,Tunbridge Wells,Chalk and watercolour on paper,1822.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10700_8.jpg,http://www.tate.org.uk/art/artworks/percy-tunbridge-wells-t10700
4382,23363.0,Percy,Lady Susan Elizabeth,2523.0,Orvieto,"Graphite, watercolour and chalk on paper",1838.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10701_8.jpg,http://www.tate.org.uk/art/artworks/percy-orvieto-t10701
4383,23364.0,Strutt,Arthur John,2627.0,An Italian Cart,Oil paint on paper,1839.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T10/T10965_8.jpg,http://www.tate.org.uk/art/artworks/strutt-an-italian-cart-t10965
4384,25435.0,Flaxman,John,186.0,The Lovers Surprised,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11079_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-lovers-surprised-t11079
4385,25436.0,Flaxman,John,186.0,The Lovers Punished,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11080_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-lovers-punished-t11080
4386,25437.0,Flaxman,John,186.0,Cerberus,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11081_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-cerberus-t11081
4387,25439.0,Flaxman,John,186.0,The Pool of Envy,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11083_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-pool-of-envy-t11083
4388,25440.0,Flaxman,John,186.0,The Furies,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11084_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-furies-t11084
4389,25443.0,Flaxman,John,186.0,Encounter with the Centaurs,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11087_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-encounter-with-the-centaurs-t11087
4390,25448.0,Flaxman,John,186.0,Gerion,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11092_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-gerion-t11092
4391,25449.0,Flaxman,John,186.0,Malebolge,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11093_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-malebolge-t11093
4392,25450.0,Flaxman,John,186.0,The Gulf of Simony,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11094_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-gulf-of-simony-t11094
4393,25452.0,Flaxman,John,186.0,Summit of Malebolge,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11096_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-summit-of-malebolge-t11096
4394,25453.0,Flaxman,John,186.0,The Bridge,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11097_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-bridge-t11097
4395,25455.0,Flaxman,John,186.0,Hypocrites,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11099_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-hypocrites-t11099
4396,25456.0,Flaxman,John,186.0,The Fiery Serpents,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11100_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-fiery-serpents-t11100
4397,25457.0,Flaxman,John,186.0,Cacus,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11101_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-cacus-t11101
4398,25459.0,Flaxman,John,186.0,The Contention for Guido de Montefeltro,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11103_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-contention-for-guido-de-montefeltro-t11103
4399,25461.0,Flaxman,John,186.0,The Vale of Disease,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11105_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-vale-of-disease-t11105
4400,25463.0,Flaxman,John,186.0,The Giants,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11107_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-giants-t11107
4401,25464.0,Flaxman,John,186.0,The Frozen Lake,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11108_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-frozen-lake-t11108
4402,25467.0,Flaxman,John,186.0,"Dis, or Lucifer",Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11111_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-dis-or-lucifer-t11111
4403,25471.0,Flaxman,John,186.0,Humiliation,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11115_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-humiliation-t11115
4404,25472.0,Flaxman,John,186.0,The Bark of Purgatory,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11116_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-bark-of-purgatory-t11116
4405,25473.0,Flaxman,John,186.0,The Benediction,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11117_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-the-benediction-t11117
4406,25474.0,Flaxman,John,186.0,Casella’s Song,Etching on paper,1807.0,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1997.0,http://www.tate.org.uk/art/images/work/T/T11/T11118_8.jpg,http://www.tate.org.uk/art/artworks/flaxman-casellas-song-t11118
