id,Volcano Name,Country,Type,Last Known Eruption,Region,Latitude,Longitude,Elevation,Dominant Rock Type,Tectonic Setting
169,Eastern Gemini Seamount,France,Submarine,1996 CE,Pacific Ocean (southwestern),-20.98,170.28,-80.0,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km)
170,Matthew Island,France,Stratovolcano,1956 CE,Pacific Ocean (southwestern),-22.33,171.32,177.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
171,Hunter Island,France,Stratovolcano,1903 CE,Pacific Ocean (southwestern),-22.4,172.05,297.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
172,Newer Volcanics Province,Australia,Shield(s),2900 BCE,Australia,-37.77,142.5,1011.0,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km)
173,Barren Island,India,Stratovolcano,2020 CE,Andaman Islands,12.28,93.86,354.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
174,Seulawah Agam,Indonesia,Stratovolcano,1839 CE,Sumatra,5.45,95.66,1810.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
175,Peuet Sague,Indonesia,Complex,2000 CE,Sumatra,4.9,96.29,2785.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
176,"Telong, Bur ni",Indonesia,Stratovolcano,1937 CE,Sumatra,4.77,96.82,2617.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
177,Singkut,Indonesia,Caldera(s),1881 CE,Sumatra,3.25,98.5,2181.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
178,Sinabung,Indonesia,Stratovolcano,2019 CE,Sumatra,3.17,98.39,2460.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
179,Sorikmarapi,Indonesia,Stratovolcano,1986 CE,Sumatra,0.69,99.54,2145.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
180,Marapi,Indonesia,Complex,2018 CE,Sumatra,-0.38,100.47,2885.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
181,Tandikat-Singgalang,Indonesia,Stratovolcano(es),1924 CE,Sumatra,-0.39,100.33,2854.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
182,Talang,Indonesia,Stratovolcano,2007 CE,Sumatra,-0.98,100.68,2575.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
183,Kerinci,Indonesia,Stratovolcano,2020 CE,Sumatra,-1.7,101.26,3800.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
184,Sumbing,Indonesia,Stratovolcano,1921 CE,Sumatra,-2.41,101.73,2507.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
185,Kaba,Indonesia,Stratovolcano,2000 CE,Sumatra,-3.52,102.62,1940.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
186,Dempo,Indonesia,Stratovolcano(es),2017 CE,Sumatra,-4.02,103.12,3142.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
187,Suoh,Indonesia,Caldera(s),1933 CE,Sumatra,-5.25,104.27,1000.0,No Data (checked),Subduction zone / Continental crust (>25 km)
188,Krakatau,Indonesia,Caldera,2020 CE,Krakatau,-6.1,105.42,155.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
189,Perbakti-Gagak,Indonesia,Stratovolcano(es),1939 CE,Java,-6.75,106.7,1699.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
190,Salak,Indonesia,Stratovolcano,1938 CE,Java,-6.72,106.73,2211.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
191,Gede-Pangrango,Indonesia,Stratovolcano(es),1957 CE,Java,-6.77,106.97,3008.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
192,Tangkuban Parahu,Indonesia,Stratovolcano,2019 CE,Java,-6.77,107.6,2084.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
193,Papandayan,Indonesia,Stratovolcano(es),2002 CE,Java,-7.32,107.73,2665.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
194,Guntur,Indonesia,Complex,1847 CE,Java,-7.14,107.84,2249.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
195,Galunggung,Indonesia,Stratovolcano,1984 CE,Java,-7.25,108.06,2168.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
196,Cereme,Indonesia,Stratovolcano,1951 CE,Java,-6.9,108.41,3039.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
197,Slamet,Indonesia,Stratovolcano,2014 CE,Java,-7.24,109.21,3428.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
198,Dieng Volcanic Complex,Indonesia,Complex,2018 CE,Java,-7.2,109.88,2565.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
199,Sundoro,Indonesia,Stratovolcano,1971 CE,Java,-7.3,109.99,3136.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
200,Sumbing,Indonesia,Stratovolcano,1730 CE,Java,-7.38,110.07,3371.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
201,Merbabu,Indonesia,Stratovolcano,1797 CE,Java,-7.45,110.44,3118.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
202,Merapi,Indonesia,Stratovolcano,2020 CE,Java,-7.54,110.45,2910.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
203,Muria,Indonesia,Stratovolcano,160 BCE,Java,-6.62,110.88,1625.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
204,Lawu,Indonesia,Stratovolcano,1885 CE,Java,-7.63,111.19,3265.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
205,Kelut,Indonesia,Stratovolcano,2014 CE,Java,-7.93,112.31,1731.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
206,Arjuno-Welirang,Indonesia,Stratovolcano,1952 CE,Java,-7.73,112.58,3339.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
207,Semeru,Indonesia,Stratovolcano,2020 CE,Java,-8.11,112.92,3657.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
208,Tengger Caldera,Indonesia,Stratovolcano(es),2019 CE,Java,-7.94,112.95,2329.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
209,Lamongan,Indonesia,Stratovolcano,1898 CE,Java,-7.98,113.34,1641.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
210,Raung,Indonesia,Stratovolcano,2015 CE,Java,-8.12,114.06,3260.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
211,Ijen,Indonesia,Stratovolcano(es),1999 CE,Java,-8.06,114.24,2769.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
212,Batur,Indonesia,Caldera,2000 CE,Lesser Sunda Islands,-8.24,115.38,1717.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
213,Agung,Indonesia,Stratovolcano,2019 CE,Lesser Sunda Islands,-8.34,115.51,2997.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
214,Rinjani,Indonesia,Stratovolcano,2016 CE,Lesser Sunda Islands,-8.42,116.47,3726.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
215,Tambora,Indonesia,Stratovolcano,1967 CE,Lesser Sunda Islands,-8.25,118.0,2850.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
216,Sangeang Api,Indonesia,Complex,2020 CE,Lesser Sunda Islands,-8.2,119.07,1912.0,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km)
217,Ranakah,Indonesia,Lava dome(s),1991 CE,Lesser Sunda Islands,-8.62,120.52,2350.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
218,Inierie,Indonesia,Stratovolcano,8050 BCE,Lesser Sunda Islands,-8.88,120.95,2245.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
219,Inielika,Indonesia,Complex,2001 CE,Lesser Sunda Islands,-8.73,120.98,1559.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
220,Ebulobo,Indonesia,Stratovolcano,1969 CE,Lesser Sunda Islands,-8.82,121.19,2096.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
221,Iya,Indonesia,Stratovolcano,1969 CE,Lesser Sunda Islands,-8.89,121.64,618.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
222,Kelimutu,Indonesia,Complex,1968 CE,Lesser Sunda Islands,-8.77,121.82,1639.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
223,Paluweh,Indonesia,Stratovolcano,2013 CE,Lesser Sunda Islands,-8.32,121.71,875.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
224,Egon,Indonesia,Stratovolcano,2008 CE,Lesser Sunda Islands,-8.68,122.46,1661.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
225,Lewotobi,Indonesia,Stratovolcano(es),2003 CE,Lesser Sunda Islands,-8.54,122.78,1703.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
226,Leroboleng,Indonesia,Complex,2003 CE,Lesser Sunda Islands,-8.37,122.83,1095.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
227,Iliboleng,Indonesia,Stratovolcano,1993 CE,Lesser Sunda Islands,-8.34,123.26,1659.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
228,Lewotolo,Indonesia,Stratovolcano,2012 CE,Lesser Sunda Islands,-8.27,123.51,1423.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
229,Iliwerung,Indonesia,Complex,2013 CE,Lesser Sunda Islands,-8.53,123.57,1018.0,Basalt / Picro-Basalt,Subduction zone / Crustal thickness unknown
230,"Tara, Batu",Indonesia,Stratovolcano,2015 CE,Lesser Sunda Islands,-7.79,123.59,633.0,Trachybasalt / Tephrite Basanite,Subduction zone / Oceanic crust (< 15 km)
231,Sirung,Indonesia,Complex,2015 CE,Lesser Sunda Islands,-8.51,124.13,862.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
232,Gunungapi Wetar,Indonesia,Stratovolcano,1699 CE,Banda Sea,-6.64,126.65,282.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
233,Wurlali,Indonesia,Stratovolcano,1892 CE,Banda Sea,-7.13,128.68,868.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
234,Teon,Indonesia,Stratovolcano,1904 CE,Banda Sea,-6.98,129.14,728.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
235,Nila,Indonesia,Stratovolcano,1968 CE,Banda Sea,-6.73,129.5,781.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
236,Serua,Indonesia,Stratovolcano,1921 CE,Banda Sea,-6.31,130.02,608.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
237,Banda Api,Indonesia,Caldera,1988 CE,Banda Sea,-4.52,129.88,596.0,Dacite,Subduction zone / Oceanic crust (< 15 km)
238,Colo,Indonesia,Stratovolcano,1983 CE,Sulawesi,-0.16,121.6,404.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
239,Ambang,Indonesia,Complex,2005 CE,Sulawesi,0.75,124.42,1795.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
240,Soputan,Indonesia,Stratovolcano,2020 CE,Sulawesi,1.11,124.74,1785.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
241,Lokon-Empung,Indonesia,Stratovolcano(es),2015 CE,Sulawesi,1.36,124.79,1580.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
242,Mahawu,Indonesia,Stratovolcano,1977 CE,Sulawesi,1.35,124.87,1299.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
243,Tangkoko-Duasudara,Indonesia,Stratovolcano,1880 CE,Sulawesi,1.52,125.19,1334.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
244,Ruang,Indonesia,Stratovolcano,2002 CE,Sangihe Islands,2.3,125.37,725.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
245,Karangetang,Indonesia,Stratovolcano,2020 CE,Sangihe Islands,2.78,125.41,1797.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
246,Banua Wuhu,Indonesia,Submarine,1919 CE,Sangihe Islands,3.14,125.49,-5.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
247,Awu,Indonesia,Stratovolcano,2004 CE,Sangihe Islands,3.69,125.45,1318.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
248,Dukono,Indonesia,Complex,2020 CE,Halmahera,1.69,127.89,1229.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
249,Ibu,Indonesia,Stratovolcano,2020 CE,Halmahera,1.49,127.63,1325.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
250,Gamkonora,Indonesia,Stratovolcano,2007 CE,Halmahera,1.38,127.53,1635.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
251,Gamalama,Indonesia,Stratovolcano(es),2018 CE,Halmahera,0.8,127.33,1715.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
252,Makian,Indonesia,Stratovolcano,1988 CE,Halmahera,0.32,127.4,1357.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
253,Parker,Philippines,Stratovolcano,1641 CE,Mindanao,6.11,124.89,1824.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
254,Matutum,Philippines,Stratovolcano,1290 CE,Mindanao,6.37,125.07,2286.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
255,Leonard Range,Philippines,Stratovolcano,120 CE,Mindanao,7.38,126.05,1080.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
256,Makaturing,Philippines,Stratovolcano,1882 CE,Mindanao,7.64,124.32,1818.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
257,Ragang,Philippines,Stratovolcano,1916 CE,Mindanao,7.69,124.51,2790.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
258,Camiguin,Philippines,Stratovolcano(es),1953 CE,Mindanao,9.2,124.67,1552.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
259,Kanlaon,Philippines,Stratovolcano,2017 CE,Central Philippines,10.41,123.13,2435.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
260,Cabalían,Philippines,Stratovolcano,1820 CE,Central Philippines,10.29,125.22,912.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
261,Biliran,Philippines,Compound,1939 CE,Central Philippines,11.52,124.54,1301.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
262,Bulusan,Philippines,Stratovolcano(es),2017 CE,Luzon,12.77,124.06,1535.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
263,Mayon,Philippines,Stratovolcano,2019 CE,Luzon,13.26,123.69,2462.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
264,Isarog,Philippines,Stratovolcano,3500 BCE,Luzon,13.66,123.38,1966.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
265,San Pablo Volcanic Field,Philippines,Stratovolcano,1350 CE,Luzon,14.12,121.3,1090.0,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km)
266,Taal,Philippines,Caldera,2020 CE,Luzon,14.0,120.99,311.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
267,Mariveles,Philippines,Stratovolcano,2050 BCE,Luzon,14.53,120.48,1388.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
268,Pinatubo,Philippines,Stratovolcano,1993 CE,Luzon,15.13,120.35,1486.0,Dacite,Subduction zone / Continental crust (>25 km)
269,Cagua,Philippines,Stratovolcano,1860 CE,Luzon,18.22,122.12,1133.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
270,Camiguin de Babuyanes,Philippines,Stratovolcano,1857 CE,North of Luzon,18.83,121.86,712.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
271,Didicas,Philippines,Compound,1978 CE,North of Luzon,19.08,122.2,228.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
272,Babuyan Claro,Philippines,Stratovolcano(es),1924 CE,North of Luzon,19.52,121.94,1080.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
273,Unnamed,Philippines,Submarine,1854 CE,North of Luzon,20.33,121.75,-24.0,No Data (checked),Subduction zone / Crustal thickness unknown
274,Iraya,Philippines,Stratovolcano,1454 CE,North of Luzon,20.47,122.01,1009.0,Andesite / Basaltic Andesite,Subduction zone / Crustal thickness unknown
275,Hainan Volcanic Field,China,Pyroclastic cone(s),1933 CE,Southeast Asia,19.91,110.23,196.0,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
276,"Cendres, Ile des",Vietnam,Submarine,1923 CE,Southeast Asia,10.16,109.01,-20.0,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
277,Popa,Burma (Myanmar),Stratovolcano,442 BCE,Southeast Asia,20.92,95.25,1518.0,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
278,Tengchong,China,Pyroclastic cone(s),5750 BCE,Southeast Asia,25.23,98.5,2865.0,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km)
279,Unnamed,Taiwan,Submarine,1853 CE,Taiwan,24.13,121.93,-1640.0,No Data (checked),Subduction zone / Continental crust (>25 km)
280,Kueishantao,Taiwan,Stratovolcano,1785 CE,Taiwan,24.84,121.95,361.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
281,Tatun Volcanic Group,Taiwan,Lava dome(s),648 CE,Taiwan,25.18,121.55,1120.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
282,Submarine Volcano NNE of Iriomotejima,Japan,Submarine,1924 CE,Ryukyu Islands and Kyushu,24.57,123.93,-200.0,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
283,Io-Torishima,Japan,Complex,1968 CE,Ryukyu Islands and Kyushu,27.88,128.22,212.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
284,Yokoate-jima,Japan,Stratovolcano(es),1835 CE,Ryukyu Islands and Kyushu,28.8,129.0,495.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
285,Suwanosejima,Japan,Stratovolcano(es),2020 CE,Ryukyu Islands and Kyushu,29.64,129.71,796.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
286,Nakanoshima,Japan,Stratovolcano(es),1914 CE,Ryukyu Islands and Kyushu,29.86,129.86,979.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
287,Kuchinoshima,Japan,Stratovolcano(es),1190 CE,Ryukyu Islands and Kyushu,29.97,129.93,628.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
288,Kuchinoerabujima,Japan,Stratovolcano(es),2020 CE,Ryukyu Islands and Kyushu,30.44,130.22,657.0,Andesite / Basaltic Andesite,Subduction zone / Oceanic crust (< 15 km)
289,Kikai,Japan,Caldera,2020 CE,Ryukyu Islands and Kyushu,30.79,130.31,704.0,Rhyolite,Subduction zone / Oceanic crust (< 15 km)
290,Ata,Japan,Caldera(s),885 CE,Ryukyu Islands and Kyushu,31.22,130.57,924.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
291,Aira,Japan,Caldera,2020 CE,Ryukyu Islands and Kyushu,31.59,130.66,1117.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
292,Yonemaru-Sumiyoshiike,Japan,Maar(s),6200 BCE,Ryukyu Islands and Kyushu,31.77,130.59,40.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
293,Kirishimayama,Japan,Shield,2018 CE,Ryukyu Islands and Kyushu,31.93,130.86,1700.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
294,Fukue,Japan,Shield(s),400 BCE,Ryukyu Islands and Kyushu,32.66,128.85,315.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
295,Unzendake,Japan,Complex,1996 CE,Ryukyu Islands and Kyushu,32.76,130.3,1483.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
296,Asosan,Japan,Caldera,2020 CE,Ryukyu Islands and Kyushu,32.88,131.1,1592.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
297,Kujusan,Japan,Stratovolcano(es),1996 CE,Ryukyu Islands and Kyushu,33.09,131.25,1791.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
298,Yufu-Tsurumi,Japan,Lava dome(s),867 CE,Ryukyu Islands and Kyushu,33.28,131.39,1584.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
299,Abu,Japan,Shield(s),6850 BCE,Honshu,34.5,131.6,641.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
300,Sanbesan,Japan,Stratovolcano,650 CE,Honshu,35.14,132.62,1126.0,Dacite,Subduction zone / Continental crust (>25 km)
301,Izu-Tobu,Japan,Pyroclastic cone(s),1989 CE,Honshu,34.9,139.1,1406.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
302,Hakoneyama,Japan,Complex,2015 CE,Honshu,35.23,139.02,1438.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
303,Fujisan,Japan,Stratovolcano,1708 CE,Honshu,35.36,138.73,3776.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
304,Yokodake,Japan,Stratovolcano(es),1200 CE,Honshu,36.09,138.32,2480.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
305,Ontakesan,Japan,Complex,2014 CE,Honshu,35.89,137.48,3067.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
306,Hakusan,Japan,Stratovolcano,1659 CE,Honshu,36.16,136.77,2702.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
307,Norikuradake,Japan,Stratovolcano(es),50 BCE,Honshu,36.11,137.55,3026.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
308,Yakedake,Japan,Stratovolcano(es),1995 CE,Honshu,36.23,137.59,2455.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
309,Midagahara,Japan,Stratovolcano,1839 CE,Honshu,36.57,137.59,2621.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
310,Niigata-Yakeyama,Japan,Lava dome,1998 CE,Honshu,36.92,138.04,2400.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
311,Myokosan,Japan,Stratovolcano,750 BCE,Honshu,36.89,138.11,2454.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
312,Asamayama,Japan,Complex,2019 CE,Honshu,36.41,138.52,2568.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
313,Kusatsu-Shiranesan,Japan,Stratovolcano(es),2018 CE,Honshu,36.62,138.53,2165.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
314,Harunasan,Japan,Stratovolcano,550 CE,Honshu,36.48,138.85,1449.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
315,Hiuchigatake,Japan,Stratovolcano,1544 CE,Honshu,36.96,139.29,2356.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
316,Nikko-Shiranesan,Japan,Shield,1952 CE,Honshu,36.8,139.38,2578.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
317,Nantaisan,Japan,Stratovolcano,9540 BCE,Honshu,36.77,139.49,2486.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
318,Omanago Group,Japan,Lava dome(s),3050 BCE,Honshu,36.8,139.51,2341.0,Dacite,Subduction zone / Continental crust (>25 km)
319,Takaharayama,Japan,Stratovolcano,4570 BCE,Honshu,36.9,139.78,1795.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
320,Nasudake,Japan,Stratovolcano(es),1963 CE,Honshu,37.13,139.96,1915.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
321,Numazawa,Japan,Shield,3400 BCE,Honshu,37.44,139.57,835.0,Dacite,Subduction zone / Continental crust (>25 km)
322,Bandaisan,Japan,Stratovolcano,1888 CE,Honshu,37.6,140.07,1816.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
323,Adatarayama,Japan,Stratovolcano(es),1996 CE,Honshu,37.65,140.28,1728.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
324,Azumayama,Japan,Stratovolcano(es),1977 CE,Honshu,37.74,140.24,1949.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
325,Zaozan [Zaosan],Japan,Complex,1940 CE,Honshu,38.14,140.44,1841.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
326,Naruko,Japan,Caldera,837 CE,Honshu,38.73,140.73,470.0,Rhyolite,Subduction zone / Continental crust (>25 km)
327,Kurikomayama,Japan,Stratovolcano,1950 CE,Honshu,38.96,140.79,1627.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
328,Chokaisan,Japan,Stratovolcano(es),1974 CE,Honshu,39.1,140.05,2236.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
329,Akita-Komagatake,Japan,Stratovolcano(es),1971 CE,Honshu,39.76,140.8,1637.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
330,Iwatesan,Japan,Complex,1919 CE,Honshu,39.85,141.0,2038.0,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km)
331,Hachimantai,Japan,Stratovolcano,5350 BCE,Honshu,39.96,140.85,1613.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
332,Akita-Yakeyama,Japan,Stratovolcano,1997 CE,Honshu,39.96,140.76,1366.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
333,Megata,Japan,Maar(s),2050 BCE,Honshu,39.95,139.73,291.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
334,Iwakisan,Japan,Stratovolcano,1863 CE,Honshu,40.66,140.3,1625.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
335,Towada,Japan,Caldera,915 CE,Honshu,40.51,140.88,1011.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
336,Hakkodasan,Japan,Stratovolcano(es),1550 CE,Honshu,40.66,140.88,1585.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
337,Osorezan,Japan,Stratovolcano,1787 CE,Honshu,41.28,141.12,878.0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km)
338,Izu-Oshima,Japan,Stratovolcano,1990 CE,"Izu, Volcano, and Mariana Islands",34.72,139.39,758.0,Basalt / Picro-Basalt,Subduction zone / Oceanic crust (< 15 km)
