id,Address,City,County,Latitude,Longitude,Postal Code,State Code,State
952,100 Quality Dr,Hooksett,Merrimack,43.05,-71.46,3106.0,NH,New Hampshire
953,3400 Wilkes-Barre Township Commons,Wilkes-Barre Township,Luzerne,41.24,-75.84,18702.0,PA,Pennsylvania
954,7162 Ridge Ave,Philadelphia,Philadelphia,40.04,-75.23,19128.0,PA,Pennsylvania
955,2250 Chemical Rd,Plymouth Meeting,Montgomery,40.1,-75.3,19462.0,PA,Pennsylvania
956,4000 Monument Rd,Philadelphia,Philadelphia,40.01,-75.21,19131.0,PA,Pennsylvania
957,2001 Pennsylvania Ave,Philadelphia,Philadelphia,39.96,-75.17,19130.0,PA,Pennsylvania
958,1128 CHESTNUT ST,Philadelphia,Philadelphia,39.95,-75.16,19107.0,PA,Pennsylvania
959,1900 CHESTNUT ST,Philadelphia,Philadelphia,39.95,-75.17,19103.0,PA,Pennsylvania
960,1 Mifflin St,Philadelphia,Philadelphia,39.92,-75.15,19148.0,PA,Pennsylvania
961,160 W Dekalb Pike,King of Prussia,Montgomery,40.09,-75.37,19406.0,PA,Pennsylvania
962,1900 Deptford Center Rd,Deptford,Gloucester,39.83,-75.09,8096.0,NJ,New Jersey
963,1824 E Ridge Pike,Royersford,Montgomery,40.21,-75.5,19468.0,PA,Pennsylvania
964,487 Cross Keys Rd,Sicklerville,Camden,39.75,-74.99,8081.0,NJ,New Jersey
965,200 Mill Road,Phoenixville,Montgomery,40.13,-75.45,19460.0,PA,Pennsylvania
966,4001 Black Horse Pike,Turnersville,Gloucester,39.73,-75.04,8012.0,NJ,New Jersey
967,80 Damante Dr,Concord,Merrimack,43.22,-71.49,3301.0,NH,New Hampshire
968,675 Woodbury Glassboro Rd,Sewell,Gloucester,39.76,-75.13,8080.0,NJ,New Jersey
969,100 Upland Square Dr,Pottstown,Montgomery,40.27,-75.66,19464.0,PA,Pennsylvania
970,857 Baltimore Pike,Springfield,Delaware,39.92,-75.33,19064.0,PA,Pennsylvania
971,380 Consumer Sq,Mays Landing,Atlantic,39.45,-74.63,8330.0,NJ,New Jersey
972,1200 Baltimore Pike,Springfield,Delaware,39.91,-75.35,19064.0,PA,Pennsylvania
973,455 Carnegie Blvd,Malvern,Chester,40.05,-75.52,19355.0,PA,Pennsylvania
974,3112 Vestal Pkwy E,Vestal,Broome,42.09,-76.0,13850.0,NY,New York
975,201 Sunrise Blvd,Exton,Chester,40.04,-75.63,19341.0,PA,Pennsylvania
976,4599 Perkiomen Ave,Reading,Berks,40.31,-75.86,19606.0,PA,Pennsylvania
977,180 Eagleview Blvd,Exton,Chester,40.05,-75.67,19341.0,PA,Pennsylvania
978,4220 N 5th Street Hwy,Temple,Berks,40.4,-75.93,19560.0,PA,Pennsylvania
979,600 Hatton Dr,Glen Mills,Delaware,39.88,-75.53,19342.0,PA,Pennsylvania
980,1450 Greenland Rd,Greenland,Rockingham,43.05,-70.82,3840.0,NH,New Hampshire
981,1 Sangertown Sq Ste 3,New Hartford,Oneida,43.08,-75.32,13413.0,NY,New York
982,1050 Brandywine Pkwy,Wilmington,New Castle,39.83,-75.54,19803.0,DE,Delaware
983,2769 Papermill Rd,Wyomissing,Berks,40.36,-75.98,19610.0,PA,Pennsylvania
984,2100 N 2nd St,Millville,Cumberland,39.42,-75.04,8332.0,NJ,New Jersey
985,11 Andrews Rd,Somersworth,Strafford,43.24,-70.88,3878.0,NH,New Hampshire
986,800 Christiana Mall,Newark,New Castle,39.68,-75.65,19702.0,DE,Delaware
987,2385 Covered Bridge Dr,Lancaster,Lancaster,40.03,-76.2,17602.0,PA,Pennsylvania
988,960 Lititz Pike,Lititz,Lancaster,40.13,-76.31,17543.0,PA,Pennsylvania
989,340 Towne Dr,Fayetteville,Onondaga,43.03,-76.02,13066.0,NY,New York
990,1589 Fruitville Pike,Lancaster,Lancaster,40.07,-76.31,17601.0,PA,Pennsylvania
991,40 Catherwood Rd,Ithaca,Tompkins,42.48,-76.49,14850.0,NY,New York
992,170 S Lycoming Mall Rd,Muncy,Lycoming,41.24,-76.84,17756.0,PA,Pennsylvania
993,430 Mariner Way,Biddeford,York,43.47,-70.51,4005.0,ME,Maine
994,148 John Hunn Brown Rd,Dover,Kent,39.16,-75.51,19901.0,DE,Delaware
995,501 Market Place Blvd,Selinsgrove,Snyder,40.84,-76.84,17870.0,PA,Pennsylvania
996,3657 W Genesee St,Syracuse,Onondaga,43.05,-76.24,13219.0,NY,New York
997,8061 Brewerton Rd,Cicero,Onondaga,43.16,-76.12,13039.0,NY,New York
998,930 County Rd 64,Elmira,Chemung,42.15,-76.87,14903.0,NY,New York
999,1025 Middleton Rd,Aberdeen,Harford,39.52,-76.18,21001.0,MD,Maryland
1000,3857 State Route 31,Liverpool,Onondaga,43.19,-76.25,13090.0,NY,New York
1001,5125 Jonestown Rd Ste 331,Harrisburg,Dauphin,40.31,-76.8,17112.0,PA,Pennsylvania
1002,4600 High Pointe Blvd,Harrisburg,Dauphin,40.25,-76.81,17111.0,PA,Pennsylvania
1003,200 Running Hill Rd,South Portland,Cumberland,43.63,-70.35,4106.0,ME,Maine
1004,2610 Pleasant Valley Rd,York,York,39.99,-76.68,17402.0,PA,Pennsylvania
1005,580 Marketplace Dr,Bel Air,Harford,39.53,-76.35,21014.0,MD,Maryland
1006,403 Constant Friendship Blvd,Abingdon,Harford,39.46,-76.32,21009.0,MD,Maryland
1007,2251 York Crossing Dr,York,York,39.97,-76.78,17408.0,PA,Pennsylvania
1008,6416 Carlisle Pike,Mechanicsburg,Cumberland,40.25,-77.01,17050.0,PA,Pennsylvania
1009,5230 Campbell Blvd,Nottingham,Baltimore,39.37,-76.45,21236.0,MD,Maryland
1010,1330 Martin Blvd,Middle River,Baltimore,39.33,-76.45,21220.0,MD,Maryland
1011,246 Westminster Dr,Carlisle,Cumberland,40.2,-77.16,17013.0,PA,Pennsylvania
1012,9901 York Rd,Cockeysville,Baltimore,39.46,-76.63,21030.0,MD,Maryland
1013,1238 Putty Hill Ave,Towson,Baltimore,39.39,-76.58,21286.0,MD,Maryland
1014,31 WILSON AVE,Hanover,York,39.83,-77.0,17331.0,PA,Pennsylvania
1015,3559 Boston Street,Baltimore,Baltimore City,39.28,-76.57,21224.0,MD,Maryland
1016,60 Smithfield Blvd,Plattsburgh,Clinton,44.7,-73.49,12901.0,NY,New York
1017,21800 Towne Center Dr,Watertown,Jefferson,43.97,-75.96,13601.0,NY,New York
1018,1737 Reisterstown Rd,Pikesville,Baltimore,39.38,-76.73,21208.0,MD,Maryland
1019,11200 Reisterstown Rd,Owings Mills,Baltimore,39.43,-76.8,21117.0,MD,Maryland
1020,200 Malcolm Dr,Westminster,Carroll,39.57,-76.97,21157.0,MD,Maryland
1021,125 Topsham Fair Mall Rd,Topsham,Sagadahoc,43.93,-69.99,4086.0,ME,Maine
1022,119 Crossing Way,Augusta,Kennebec,44.31,-69.8,4330.0,ME,Maine
1023,7500 Commons Blvd,Victor,Ontario,43.03,-77.45,14564.0,NY,New York
1024,2161 N Nine Mile Point Rd,Fairport,Monroe,43.13,-77.44,14450.0,NY,New York
1025,1050 Ridge Rd,Webster,Monroe,43.21,-77.45,14580.0,NY,New York
1026,500 Medley Centre Pkwy,Rochester,Monroe,43.2,-77.57,14622.0,NY,New York
1027,2325 Marketplace Dr,Rochester,Monroe,43.08,-77.63,14623.0,NY,New York
1028,600 Greece Ridge Center Dr,Rochester,Monroe,43.2,-77.69,14626.0,NY,New York
1029,3181 Chili Ave,Rochester,Monroe,43.1,-77.75,14624.0,NY,New York
1030,6717 Ritchie Hwy,Glen Burnie,Anne Arundel,39.19,-76.61,21061.0,MD,Maryland
1031,7951 Nolpark Ct,Glen Burnie,Anne Arundel,39.13,-76.63,21061.0,MD,Maryland
1032,28539 Marlboro Ave,Easton,Talbot,38.78,-76.09,21601.0,MD,Maryland
1033,1911 Towne Centre Blvd,Annapolis,Anne Arundel,38.98,-76.54,21401.0,MD,Maryland
1034,4390 Montgomery Rd,Ellicott City,Howard,39.25,-76.82,21043.0,MD,Maryland
1035,6111 Dobbin Rd,Columbia,Howard,39.2,-76.81,21045.0,MD,Maryland
1036,2384 BRANDERMILL BLVD,Gambrills,Anne Arundel,39.03,-76.68,21054.0,MD,Maryland
1037,3343 Corridor Marketplace,Laurel,Anne Arundel,39.1,-76.81,20724.0,MD,Maryland
1038,4600 Mitchellville Rd,Bowie,Prince George's,38.95,-76.72,20716.0,MD,Maryland
1039,10401 Martin Luther King Jr Hwy,Bowie,Prince George's,38.95,-76.82,20720.0,MD,Maryland
1040,6100 Greenbelt Rd,Greenbelt,Prince George's,39.0,-76.91,20770.0,MD,Maryland
1041,12000 Cherry Hill Rd,Silver Spring,Montgomery,39.05,-76.96,20904.0,MD,Maryland
1042,10500 Campus Way S,Upper Marlboro,Prince George's,38.9,-76.83,20774.0,MD,Maryland
1043,125 E North Pointe Dr,Salisbury,Wicomico,38.42,-75.56,21804.0,MD,Maryland
1044,7501 Baltimore Ave,College Park,Prince George's,38.98,-76.94,20740.0,MD,Maryland
1045,3500 East West Hwy Ste 1200,Hyattsville,Prince George's,38.97,-76.96,20782.0,MD,Maryland
1046,11160 Veirs Mill Rd,Silver Spring,Montgomery,39.04,-77.06,20902.0,MD,Maryland
1047,3101 Donnell Dr,District Heights,Prince George's,38.85,-76.89,20747.0,MD,Maryland
1048,5700 Bou Ave,Rockville,Montgomery,39.06,-77.11,20852.0,MD,Maryland
1049,3100 14th St NW,Washington,District of Columbia,38.93,-77.03,20010.0,DC,District of Columbia
1050,20908 Frederick Rd,Germantown,Montgomery,39.2,-77.25,20876.0,MD,Maryland
1051,6831 Wisconsin Ave,Bethesda,Montgomery,38.98,-77.09,20815.0,MD,Maryland
1052,25 Grand Corner Ave,Gaithersburg,Montgomery,39.12,-77.2,20878.0,MD,Maryland
1053,1500 Wilson Blvd,Rosslyn,Arlington,38.89,-77.07,22209.0,VA,Virginia
1054,5437 Urbana Pike,Frederick,Frederick,39.38,-77.4,21704.0,MD,Maryland
1055,3101 Jefferson Davis Hwy,Alexandria,Alexandria,38.83,-77.05,22305.0,VA,Virginia
1056,15922 Crain Hwy SE,Brandywine,Prince George's,38.67,-76.87,20613.0,MD,Maryland
1057,5115 Leesburg Pike,Falls Church,Fairfax,38.84,-77.12,22041.0,VA,Virginia
1058,6100 Arlington Blvd,Falls Church,Fairfax,38.87,-77.14,22044.0,VA,Virginia
1059,500 S. Washington St,Falls Church,Fairfax,38.88,-77.18,22046.0,VA,Virginia
1060,6600 Richmond Hwy,Alexandria,Fairfax,38.78,-77.08,22306.0,VA,Virginia
1061,3300 Western Pkwy,Waldorf,Charles,38.62,-76.92,20603.0,MD,Maryland
1062,2905 District Ave S,Fairfax,Fairfax,38.87,-77.23,22031.0,VA,Virginia
1063,913 Norland Ave,Chambersburg,Franklin,39.94,-77.63,17201.0,PA,Pennsylvania
1064,6600 Springfield Mall,Springfield,Fairfax,38.78,-77.17,22150.0,VA,Virginia
1065,46201 Potomac Run Plz,Sterling,Loudoun,39.03,-77.4,20164.0,VA,Virginia
1066,12197 Sunset Hills Rd,Reston,Fairfax,38.95,-77.37,20190.0,VA,Virginia
1067,45130 Columbia Pl,Sterling,Loudoun,39.01,-77.44,20166.0,VA,Virginia
1068,45155 First Colony Way,California,St. Mary's,38.3,-76.51,20619.0,MD,Maryland
1069,60 Shining Willow Way,La Plata,Charles,38.54,-76.98,20646.0,MD,Maryland
1070,1200 Edwards Ferry Rd,Leesburg,Loudoun,39.12,-77.53,20176.0,VA,Virginia
1071,10301 New Guinea Rd,Fairfax,Fairfax,38.8,-77.3,22032.0,VA,Virginia
1072,13047 Fair Lakes Shopping Ctr,Fairfax,Fairfax,38.86,-77.39,22033.0,VA,Virginia
1073,17213 Cole Rd,Hagerstown,Washington,39.62,-77.77,21740.0,MD,Maryland
1074,14391 Chantilly Crossing Ln,Chantilly,Fairfax,38.9,-77.45,20151.0,VA,Virginia
1075,2460 Prince William Pkwy,Woodbridge,Prince William,38.65,-77.29,22192.0,VA,Virginia
1076,4310 Fortuna Center Plz,Dumfries,Prince William,38.6,-77.33,22025.0,VA,Virginia
1077,9900 Sowder Village Sq,Manassas,Prince William,38.74,-77.53,20109.0,VA,Virginia
1078,13301 Gateway Center Dr,Gainesville,Prince William,38.79,-77.61,20155.0,VA,Virginia
1079,436 Retail Commons Pkwy,Martinsburg,Berkeley,39.44,-77.99,25403.0,WV,West Virginia
1080,1090 Stafford Market Pl,Stafford,Stafford,38.47,-77.41,22556.0,VA,Virginia
1081,201 W Beaver Ave,State College,Centre,40.79,-77.86,16801.0,PA,Pennsylvania
1082,315 Colonnade Blvd,State College,Centre,40.81,-77.91,16803.0,PA,Pennsylvania
1083,191 Market St,Winchester,Frederick,39.22,-78.14,22603.0,VA,Virginia
1084,25 S Gateway Dr,Fredericksburg,Stafford,38.34,-77.49,22406.0,VA,Virginia
1085,2340 Legge Blvd,Winchester,Winchester City,39.15,-78.17,22601.0,VA,Virginia
1086,1180 Carl D Silver Pkwy,Fredericksburg,Fredericksburg City,38.3,-77.51,22401.0,VA,Virginia
1087,9785 Jefferson Davis Hwy,Fredericksburg,Spotsylvania,38.22,-77.5,22407.0,VA,Virginia
1088,10 Crooked Run Plaza,Front Royal,Warren,38.96,-78.19,22630.0,VA,Virginia
1089,153 Sierra Dr,Altoona,Blair,40.46,-78.41,16601.0,PA,Pennsylvania
1090,15341 Montanus Dr,Culpeper,Culpeper,38.48,-77.97,22701.0,VA,Virginia
1091,10100 Brook Rd,Glen Allen,Henrico,37.67,-77.46,23059.0,VA,Virginia
1092,7235 Bell Creek Rd,Mechanicsville,Hanover,37.6,-77.35,23111.0,VA,Virginia
1093,9001 Staples Mill Rd,Henrico,Henrico,37.64,-77.51,23228.0,VA,Virginia
1094,200 Marquis Pkwy,Williamsburg,York,37.26,-76.64,23185.0,VA,Virginia
1095,4521 S Laburnum Ave,Richmond,Henrico,37.53,-77.36,23231.0,VA,Virginia
1096,11290 W Broad St,Glen Allen,Henrico,37.65,-77.61,23060.0,VA,Virginia
1097,5401 W Broad St,Richmond,Henrico,37.59,-77.5,23230.0,VA,Virginia
1098,4630 Monticello Ave,Williamsburg,James City,37.27,-76.76,23188.0,VA,Virginia
1099,7107 Forest Hill Ave,Richmond,Richmond City,37.54,-77.53,23225.0,VA,Virginia
1100,12130 Jefferson Ave,Newport News,Newport News City,37.11,-76.49,23602.0,VA,Virginia
1101,11301 Midlothian Tpke,Richmond,Chesterfield,37.5,-77.61,23235.0,VA,Virginia
1102,312 Connor Dr,Charlottesville,Albemarle,38.13,-78.44,22911.0,VA,Virginia
1103,5001 Holt Ave,Hampton,Hampton City,37.04,-76.39,23666.0,VA,Virginia
1104,201 Perimeter Dr,Midlothian,Chesterfield,37.51,-77.69,23113.0,VA,Virginia
1105,2530 Weir Rd,Chester,Chesterfield,37.35,-77.41,23831.0,VA,Virginia
1106,4601 Commonwealth Centre Pkwy,Midlothian,Chesterfield,37.42,-77.63,23112.0,VA,Virginia
1107,1995 E Market St,Harrisonburg,Harrisonburg City,38.43,-78.84,22801.0,VA,Virginia
1108,525 First Colonial Rd,Virginia Beach,Virginia Beach City,36.85,-76.02,23451.0,VA,Virginia
1109,1245 N Military Hwy,Norfolk,Norfolk City,36.87,-76.21,23502.0,VA,Virginia
1110,4554 Virginia Beach Blvd,Virginia Beach,Virginia Beach City,36.84,-76.13,23462.0,VA,Virginia
1111,2060 S Independence Blvd,Virginia Beach,Virginia Beach City,36.79,-76.11,23453.0,VA,Virginia
1112,2233 Upton Dr,Virginia Beach,Virginia Beach City,36.76,-76.01,23454.0,VA,Virginia
1113,"4200 Portsmouth Blvd, STE 600",Chesapeake,Chesapeake,36.83,-76.41,23321.0,VA,Virginia
1114,1316 Greenbrier Pkwy,Chesapeake,Chesapeake,36.77,-76.23,23320.0,VA,Virginia
1115,721 Southpark Blvd,Colonial Heights,Colonial Heights City,37.25,-77.39,23834.0,VA,Virginia
1116,233 Carmichael Way,Chesapeake,Chesapeake,36.66,-76.23,23322.0,VA,Virginia
1117,811 Town Center Dr,Waynesboro,Waynesboro City,38.06,-78.94,22980.0,VA,Virginia
1118,4028 Wards Rd,Lynchburg,Lynchburg City,37.35,-79.19,24502.0,VA,Virginia
1119,731 Sutters Creek Blvd,Rocky Mount,Nash,35.97,-77.81,27804.0,NC,North Carolina
1120,3040 S Evans St,Greenville,Pitt,35.58,-77.38,27834.0,NC,North Carolina
1121,716 N US Highway 441,The Villages,Lake,28.93,-81.94,32159.0,FL,Florida
1122,1440 US Hwy 1 S,Saint Augustine,St. Johns,29.88,-81.32,32084.0,FL,Florida
1123,5100 E Highway 100,Palm Coast,Flagler,29.48,-81.22,32164.0,FL,Florida
1124,17450 US Highway 441,Mount Dora,Lake,28.82,-81.67,32757.0,FL,Florida
1125,4401 Commercial Way,Spring Hill,Hernando,28.5,-82.6,34606.0,FL,Florida
1126,3101 Aerial Way,Brooksville,Hernando,28.48,-82.48,34604.0,FL,Florida
1127,2575 Enterprise Rd,Orange City,Volusia,28.92,-81.29,32763.0,FL,Florida
1128,2380 W International Speedway Blvd,Daytona Beach,Volusia,29.18,-81.08,32114.0,FL,Florida
1129,1201 WP Ball Blvd,Sanford,Seminole,28.8,-81.34,32771.0,FL,Florida
1130,2660 East Hwy 50,Clermont,Lake,28.55,-81.7,34711.0,FL,Florida
1131,4155 W Lake Mary Blvd,Lake Mary,Seminole,28.75,-81.35,32746.0,FL,Florida
1132,1771 Dunlawton Ave,Port Orange,Volusia,29.11,-81.03,32127.0,FL,Florida
1133,886 W State Road 436,Altamonte Springs,Seminole,28.66,-81.42,32714.0,FL,Florida
1134,3343 Daniels Rd,Winter Garden,Orange,28.52,-81.58,34787.0,FL,Florida
1135,4410 S Highway 17 92,Casselberry,Seminole,28.67,-81.34,32707.0,FL,Florida
1136,820 Oviedo Mall Blvd,Oviedo,Seminole,28.66,-81.24,32765.0,FL,Florida
1137,718 Maguire Blvd,Orlando,Orange,28.56,-81.35,32803.0,FL,Florida
1138,3770 N Goldenrod Rd,Winter Park,Orange,28.6,-81.29,32792.0,FL,Florida
1139,2900 Little Rd,Trinity,Pasco,28.2,-82.66,34655.0,FL,Florida
1140,4750 Millenia Plaza Way,Orlando,Orange,28.49,-81.43,32839.0,FL,Florida
1141,120 W Grant St,Orlando,Orange,28.52,-81.38,32806.0,FL,Florida
1142,1040 Dale Mabry Hwy,Lutz,Pasco,28.17,-82.47,33548.0,FL,Florida
1143,1201 County Rd 581,Wesley Chapel,Pasco,28.17,-82.36,33544.0,FL,Florida
1144,3200 Rolling Oaks Blvd,Kissimmee,Osceola,28.34,-81.61,34747.0,FL,Florida
1145,880 Sand Lake Rd,Orlando,Orange,28.45,-81.39,32809.0,FL,Florida
1146,325 N Alafaya Trl,Orlando,Orange,28.55,-81.2,32828.0,FL,Florida
1147,15240 N Dale Mabry Hwy,Tampa,Hillsborough,28.09,-82.5,33618.0,FL,Florida
1148,2155 Town Center Blvd,Orlando,Orange,28.37,-81.41,32837.0,FL,Florida
1149,4795 W Irlo Bronson Memorial Hwy,Kissimmee,Osceola,28.33,-81.47,34746.0,FL,Florida
1150,13658 University Plaza St,Tampa,Hillsborough,28.07,-82.43,33613.0,FL,Florida
1151,5000 Grandview Pkwy,Davenport,Polk,28.23,-81.64,33837.0,FL,Florida
1152,900 E Lake Rd,Palm Harbor,Pinellas,28.06,-82.71,34685.0,FL,Florida
1153,4005 US Highway 98 N,Lakeland,Polk,28.09,-81.97,33809.0,FL,Florida
1154,6295 W Waters Ave,Tampa,Hillsborough,28.03,-82.55,33634.0,FL,Florida
1155,11627 W Hillsborough Ave,Tampa,Hillsborough,28.02,-82.61,33635.0,FL,Florida
1156,1544 N Dale Mabry Hwy,Tampa,Hillsborough,27.96,-82.51,33607.0,FL,Florida
1157,2747 Gulf To Bay Blvd,Clearwater,Pinellas,27.96,-82.72,33759.0,FL,Florida
1158,3570 Harden Blvd,Lakeland,Polk,28.0,-81.97,33803.0,FL,Florida
1159,187 Brandon Town Center Dr,Brandon,Hillsborough,27.94,-82.32,33511.0,FL,Florida
1160,3625 W Gandy Blvd,Tampa,Hillsborough,27.89,-82.5,33611.0,FL,Florida
1161,10150 Bloomingdale Ave,Riverview,Hillsborough,27.9,-82.33,33578.0,FL,Florida
1162,3055 Columbia Blvd,Titusville,Brevard,28.55,-80.84,32780.0,FL,Florida
1163,10500 Ulmerton Rd,Largo,Pinellas,27.89,-82.78,33771.0,FL,Florida
1164,8151 Dr Martin Luther King St N,Saint Petersburg,Pinellas,27.85,-82.64,33702.0,FL,Florida
1165,7150 US 19 N,Pinellas Park,Pinellas,27.84,-82.68,33781.0,FL,Florida
1166,4450 Park St N,Saint Petersburg,Pinellas,27.81,-82.76,33709.0,FL,Florida
1167,250 Crockett Blvd,Merritt Island,Brevard,28.39,-80.7,32953.0,FL,Florida
1168,8455 N Wickham Rd,Melbourne,Brevard,28.23,-80.72,32940.0,FL,Florida
1169,2750 W New Haven Ave,Melbourne Village,Brevard,28.08,-80.67,32904.0,FL,Florida
1170,6150 14th St W,Bradenton,Manatee,27.43,-82.58,34207.0,FL,Florida
1171,4305 Norfolk Pkwy,Melbourne,Brevard,28.04,-80.66,32904.0,FL,Florida
1172,101 N Cattlemen Rd,Sarasota,Sarasota,27.39,-82.46,34243.0,FL,Florida
1173,5350 Fruitville Rd,Sarasota,Sarasota,27.34,-82.46,34232.0,FL,Florida
1174,8401 S Tamiami Trl,Sarasota,Sarasota,27.23,-82.49,34238.0,FL,Florida
1175,4271 Tamiami Trl S,Venice,Sarasota,27.05,-82.39,34293.0,FL,Florida
1176,1400A Tamiami Trl,Port Charlotte,Charlotte,27.01,-82.14,33948.0,FL,Florida
1177,5800 20th St,Vero Beach,Indian River,27.64,-80.45,32966.0,FL,Florida
1178,10720 SW Village Pkwy,Port Saint Lucie,St. Lucie,27.27,-80.43,34987.0,FL,Florida
1179,1890 NE Pine Island Rd,Cape Coral,Lee,26.67,-81.93,33909.0,FL,Florida
1180,2650 NW Federal Hwy,Stuart,Martin,27.24,-80.27,34994.0,FL,Florida
1181,2430 Santa Barbara Blvd,Cape Coral,Lee,26.61,-81.98,33914.0,FL,Florida
1182,9350 Dynasty Dr,Fort Myers,Lee,26.62,-81.8,33905.0,FL,Florida
1183,13711 S Tamiami Trl,Fort Myers,Lee,26.54,-81.87,33912.0,FL,Florida
1184,15880 San Carlos Blvd,Fort Myers,Lee,26.51,-81.95,33908.0,FL,Florida
1185,10000 Gulf Center Dr,Fort Myers,Lee,26.48,-81.79,33913.0,FL,Florida
1186,8040 Mediterranean Dr,Estero,Lee,26.41,-81.81,33928.0,FL,Florida
1187,2415 Tarpon Bay Blvd,Naples,Collier,26.27,-81.74,34119.0,FL,Florida
1188,2324 Pine Ridge Rd,Naples,Collier,26.21,-81.77,34109.0,FL,Florida
1189,10155 Okeechobee Blvd,West Palm Beach,Palm Beach,26.71,-80.2,33411.0,FL,Florida
1190,500 N Congress Ave,Lake Park,Palm Beach,26.81,-80.08,33403.0,FL,Florida
1191,5900 State Rd 7,Lake Worth,Palm Beach,26.59,-80.2,33449.0,FL,Florida
1192,1760 Palm Beach Lakes Blvd,West Palm Beach,Palm Beach,26.72,-80.09,33401.0,FL,Florida
1193,5900 Lake Worth Rd,Greenacres,Palm Beach,26.62,-80.14,33463.0,FL,Florida
1194,10201 Hagen Ranch Rd,Boynton Beach,Palm Beach,26.53,-80.17,33437.0,FL,Florida
1195,650 N Congress Ave,Boynton Beach,Palm Beach,26.53,-80.09,33426.0,FL,Florida
1196,21637 State Road 7,Boca Raton,Palm Beach,26.35,-80.2,33428.0,FL,Florida
1197,9600 Westview Dr,Coral Springs,Broward,26.3,-80.25,33076.0,FL,Florida
1198,1200 Linton Blvd,Delray Beach,Palm Beach,26.44,-80.08,33444.0,FL,Florida
1199,4400 N State Rd 7,Coral Springs,Broward,26.28,-80.2,33073.0,FL,Florida
1200,12801 W Sunrise Blvd,Sunrise,Broward,26.15,-80.32,33323.0,FL,Florida
1201,3599 W Hillsboro Blvd,Deerfield Beach,Broward,26.32,-80.15,33442.0,FL,Florida
1202,8201 Federated West Roadway,Plantation,Broward,26.12,-80.26,33324.0,FL,Florida
1203,1200 S Federal Hwy,Deerfield Beach,Broward,26.3,-80.09,33441.0,FL,Florida
1204,16901 Miramar Pkwy,Miramar,Broward,25.98,-80.37,33027.0,FL,Florida
1205,11253 Pines Blvd,Pembroke Pines,Broward,26.01,-80.3,33026.0,FL,Florida
1206,5800 S University Dr,Davie,Broward,26.05,-80.25,33328.0,FL,Florida
1207,3200 N Federal Hwy,Fort Lauderdale,Broward,26.17,-80.12,33306.0,FL,Florida
1208,5601 NW 183rd St,Miami Gardens,Miami-Dade,25.94,-80.29,33055.0,FL,Florida
1209,3251 Hollywood Blvd,Hollywood,Broward,26.01,-80.17,33021.0,FL,Florida
1210,1750 W 37th St,Hialeah,Miami-Dade,25.85,-80.32,33012.0,FL,Florida
1211,21265 Biscayne Blvd,Aventura,Miami-Dade,25.97,-80.14,33180.0,FL,Florida
1212,10101 W Flagler St,Miami,Miami-Dade,25.77,-80.36,33174.0,FL,Florida
1213,15005 SW 88th St,Miami,Miami-Dade,25.69,-80.44,33196.0,FL,Florida
1214,14075 Biscayne Blvd,North Miami Beach,Miami-Dade,25.91,-80.16,33181.0,FL,Florida
1215,7795 SW 40th St,Miami,Miami-Dade,25.74,-80.32,33155.0,FL,Florida
1216,3401 N Miami Ave,Miami,Miami-Dade,25.81,-80.19,33127.0,FL,Florida
1217,8350 S Dixie Hwy,Miami,Miami-Dade,25.69,-80.31,33143.0,FL,Florida
1218,7800 SW 104th St,Miami,Miami-Dade,25.67,-80.32,33156.0,FL,Florida
1219,20500 SW 112th Ave,Miami,Miami-Dade,25.58,-80.38,33189.0,FL,Florida
1220,2070 Sam Rittenberg Blvd,Charleston,Charleston,32.8,-80.03,29407.0,SC,South Carolina
1221,1300 Long Grove Dr,Mount Pleasant,Charleston,32.82,-79.82,29464.0,SC,South Carolina
1222,7250 Rivers Ave,North Charleston,Charleston,32.94,-80.04,29406.0,SC,South Carolina
1223,450 Azalea Square Blvd,Summerville,Berkeley,33.04,-80.16,29483.0,SC,South Carolina
1224,6090A Garners Ferry Rd,Columbia,Richland,33.98,-80.97,29209.0,SC,South Carolina
1225,425 Cox Rd,Gastonia,Gaston,35.26,-81.14,28054.0,NC,North Carolina
1226,10204 Two Notch Rd,Columbia,Richland,34.12,-80.88,29229.0,SC,South Carolina
1227,1900 Springsteen Rd,Rock Hill,York,34.94,-80.98,29730.0,SC,South Carolina
1228,12830 Walker Branch Dr,Charlotte,Mecklenburg,35.1,-80.99,28273.0,NC,North Carolina
1229,1910 Catawba Valley Blvd SE,Hickory,Catawba,35.7,-81.31,28602.0,NC,North Carolina
1230,9531 South Blvd,Charlotte,Mecklenburg,35.11,-80.88,28273.0,NC,North Carolina
1231,16600 Highlands Center Blvd,Bristol,Washington,36.64,-82.11,24202.0,VA,Virginia
1232,7860 Rea Rd,Charlotte,Mecklenburg,35.06,-80.82,28277.0,NC,North Carolina
1233,9870 Rea Rd,Charlotte,Mecklenburg,35.04,-80.81,28277.0,NC,North Carolina
1234,900 Metropolitan Ave,Charlotte,Mecklenburg,35.21,-80.83,28204.0,NC,North Carolina
1235,9841 Northlake Centre Pkwy,Charlotte,Mecklenburg,35.35,-80.86,28216.0,NC,North Carolina
1236,6350 Weddington Rd,Wesley Chapel,Union,35.0,-80.7,28104.0,NC,North Carolina
1237,9801 Sam Furr Rd,Huntersville,Mecklenburg,35.44,-80.86,28078.0,NC,North Carolina
