id,Year,Category,Nominee
368,1968.0,Best Rhythm & Blues Recording,Respect
369,1968.0,"Best Rhythm & Blues Solo Vocal Performance, Female",Respect
370,1968.0,"Best Rhythm & Blues Solo Vocal Performance, Male",Dead End Street
371,1968.0,Best Sacred Performance,How Great Thou Art
372,1968.0,Best Score From an Original Cast Show Album,Cabaret
373,1968.0,"Best Spoken Word, Documentary or Drama Recording",Gallant Men
374,1968.0,"Best Vocal Performance, Female",Ode To Billie Joe
375,1968.0,"Best Vocal Performance, Male",By The Time I Get To Phoenix
376,1968.0,Record of the Year,"Up, Up And Away"
377,1968.0,Song of the Year,"Up, Up And Away"
378,1969.0,Album of the Year,By The Time I Get To Phoenix
379,1969.0,Best Album Cover,Underground
380,1969.0,Best Album Notes,Johnny Cash At Folsom Prison
381,1969.0,Best Arrangement Accompanying Vocalist(s),Mac Arthur Park
382,1969.0,Best Chamber Music Performance,"Glory Of Gabrieli Vol. II - Canzonas For Brass, Winds, Strings And Organ"
383,1969.0,Best Choral Performance (other than opera),The Glory Of Gabrieli
384,1969.0,Best Classical Performance - Orchestra,Boulez Conducts Debussy (La Mer; Prelude A L'Apres-Midi D'Un Faune; Jeux)
385,1969.0,Best Comedy Recording,"To Russell,My Brother,Whom I Slept With"
386,1969.0,Best Contemporary Pop Performance - Vocal Duo or Group,Mrs. Robinson
387,1969.0,"Best Contemporary Pop Performance, Chorus",Mission Impossible/Norwegian Wood Medley
388,1969.0,"Best Contemporary Pop Performance, Instrumental",Classical Gas
389,1969.0,"Best Contemporary Pop Vocal Performance, Female",Do You Know The Way To San Jose?
390,1969.0,"Best Contemporary Pop Vocal Performance, Male",Light My Fire
391,1969.0,"Best Country Performance, Duo or Group - Vocal or Instrumental",Foggy Mountain Breakdown
392,1969.0,Best Country Song,Little Green Apples
393,1969.0,"Best Country Vocal Performance, Female",Harper Valley P.T.A.
394,1969.0,"Best Country Vocal Performance, Male",Folsom Prison Blues
395,1969.0,"Best Engineered Recording, Classical",Mahler: Symphony No. 9 In D
396,1969.0,"Best Engineered Recording, Non-Classical",Wichita Lineman
397,1969.0,Best Folk Performance,Both Sides Now
398,1969.0,Best Gospel Performance,The Happy Gospel Of The Happy Goodmans
399,1969.0,Best Instrumental Arrangement,Classical Gas
400,1969.0,Best Instrumental Jazz Performance - Large Group or Soloist with Large Group,And His Mother Called Him Bill
401,1969.0,Best Instrumental Jazz Performance - Small Group or Soloist with Small Group,Bill Evans At The Montreux Jazz Festival
402,1969.0,Best Instrumental Theme,Classical Gas
403,1969.0,Best New Artist of the Year,José Feliciano (artist)
404,1969.0,Best Opera Recording,Mozart: Cosi Fan Tutte
405,1969.0,Best Original Score Written for a Motion Picture,The Graduate
406,1969.0,Best Original Score Written for a Motion Picture or a Television Special,The Graduate
407,1969.0,Best Performance - Instrumental Soloist or Soloists (with or without orchestra),"Horowitz On Television (Chopin, Scriabin, Scarlatti, Horowitz)"
408,1969.0,"Best Rhythm & Blues Performance by a Duo or Group, Vocal or Instrumental",Cloud Nine
409,1969.0,Best Rhythm & Blues Song,(Sittin' On) The Dock Of The Bay
410,1969.0,"Best Rhythm & Blues Vocal Performance, Female",Chain Of Fools
411,1969.0,"Best Rhythm & Blues Vocal Performance, Male",(Sittin' On) The Dock Of The Bay
412,1969.0,Best Sacred Performance,Beautiful Isle Of Somewhere
413,1969.0,Best Score From an Original Cast Show Album,Hair
414,1969.0,Best Soul Gospel Performance,The Soul Of Me
415,1969.0,Best Spoken Word Recording,Lonesome Cities
416,1969.0,Best Vocal Soloist Performance,Rossini: Rarities
417,1969.0,Record of the Year,Mrs. Robinson
418,1969.0,Song of the Year,Little Green Apples
419,1970.0,Album of the Year,"Blood, Sweat And Tears"
420,1970.0,"Album of the Year, Classical",Switched-On-Bach
421,1970.0,Best Album Cover,America The Beautiful
422,1970.0,Best Album Notes,Nashville Skyline
423,1970.0,Best Arrangement Accompanying Vocalist(s),Spinning Wheel
424,1970.0,Best Chamber Music Performance,Gabrieli: Antiphonal Music Of Gabrieli
425,1970.0,"Best Choral Performance, Classical",Berio: Sinfonia
426,1970.0,"Best Classical Performance, Instrumental Soloist or Soloists (with or without Orchestra)",Switched-On-Bach
427,1970.0,"Best Classical Performance, Orchestra","Boulez Conducts Debussy, Vol. 2 'Images Pour Orchestre'"
428,1970.0,Best Comedy Recording,Bill Cosby
429,1970.0,Best Contemporary Instrumental Performance,Variations On A Theme By Eric Satie
430,1970.0,Best Contemporary Performance by a Chorus,Love Theme From Romeo And Juliet
431,1970.0,Best Contemporary Song,Games People Play
432,1970.0,Best Contemporary Vocal Performance by a Group,Aquarius/Let The Sunshine In (The Flesh Failures)
433,1970.0,"Best Contemporary Vocal Performance, Female",Is That All There Is?
434,1970.0,"Best Contemporary Vocal Performance, Male",Everybody's Talkin'
435,1970.0,Best Country Instrumental Performance,The Nashville Brass Featuring Danny Davis Play More Nashville Sounds
436,1970.0,Best Country Song,A Boy Named Sue
437,1970.0,Best Country Vocal Performance by a Duo or Group,MacArthur Park
438,1970.0,"Best Country Vocal Performance, Female",Stand By Your Man
439,1970.0,"Best Country Vocal Performance, Male",A Boy Named Sue
440,1970.0,"Best Engineered Recording, Classical",Switched-on Bach
441,1970.0,"Best Engineered Recording, Non-Classical",Abbey Road
442,1970.0,Best Folk Performance,Clouds
443,1970.0,Best Gospel Performance,In Gospel Country
444,1970.0,Best Instrumental Arrangement,Love Theme From Romeo And Juliet
445,1970.0,"Best Instrumental Jazz Performance, Large Group or Soloist with Large Group",Walking In Space
446,1970.0,"Best Instrumental Jazz Performance, Small Group or Soloist with Small Group",Willow Weep For Me
447,1970.0,Best Instrumental Theme,Midnight Cowboy
448,1970.0,Best New Artist of the Year,Crosby Stills & Nash
449,1970.0,Best Opera Recording,Wagner: Siegfried
450,1970.0,Best Original Score Written for a Motion Picture or a Television Special,Butch Cassidy and the Sundance Kid
451,1970.0,Best R&B Instrumental Performance,Games People Play
452,1970.0,Best R&B Song,Color Him Father
453,1970.0,Best R&B Vocal Performance by a Duo or Group,It's Your Thing
454,1970.0,"Best R&B Vocal Performance, Female",Share Your Love With Me
455,1970.0,"Best R&B Vocal Performance, Male",The Chokin' Kind
456,1970.0,Best Recording for Children,"Peter, Paul and Mommy"
457,1970.0,Best Sacred Performance,Ain't That Beautiful Singing
458,1970.0,Best Score from an Original Cast Show Album,"Promises, Promises (Various Artists)"
459,1970.0,Best Soul Gospel Performance,Oh Happy Day
460,1970.0,Best Spoken Word Recording,We Love You Call Collect
461,1970.0,"Best Vocal Soloist Performance, Classical",Barber: Two Scenes From Antony And Cleopatra/Knoxville: Summer Of 1915
462,1970.0,Record of the Year,Aquarius/Let The Sunshine In (The Flesh Failures)
463,1970.0,Song of the Year,Games People Play
464,1971.0,Album of the Year,Bridge Over Troubled Water
465,1971.0,"Album of the Year, Classical",Berlioz: Les Troyens
466,1971.0,Best Album Cover,Indianola Mississippi Seeds
467,1971.0,Best Album Notes,The World's Greatest Blues Singer
468,1971.0,Best Arrangement Accompanying Vocalist(s),Bridge Over Troubled Water
469,1971.0,Best Chamber Music Performance,Beethoven: The Complete Piano Trios
470,1971.0,Best Choral Performance,Ives: New Music Of Charles Ives
471,1971.0,"Best Classical Performance, Instrumental Soloist or Soloists (with or without Orchestra)",Brahms: Double Concerto (Concerto In A Minor For Violin And Cello)
472,1971.0,"Best Classical Performance, Orchestra",Stravinsky: Le Sacre Du Printemps
473,1971.0,Best Classical Vocal Soloist Performance,Schubert: Lieder
474,1971.0,Best Comedy Recording,The Devil Made Me Buy This Dress
475,1971.0,Best Contemporary Instrumental Performance,Theme From Z And Other Film Music
476,1971.0,Best Contemporary Song,Bridge Over Troubled Water
477,1971.0,"Best Contemporary Vocal Performance by a Duo, Group or Chorus",Close To You
478,1971.0,"Best Contemporary Vocal Performance, Female",I'll Never Fall In Love Again
479,1971.0,"Best Contemporary Vocal Performance, Male",Everything Is Beautiful
480,1971.0,Best Country Instrumental Performance,Me And Jerry
481,1971.0,Best Country Song,"My Woman, My Woman, My Wife"
482,1971.0,Best Country Vocal Performance by a Duo or Group,If I Were A Carpenter
483,1971.0,"Best Country Vocal Performance, Female",Rose Garden
484,1971.0,"Best Country Vocal Performance, Male",For The Good Times
485,1971.0,"Best Engineered Recording, Classical",Stravinsky: Le Sacre Du Printemps
486,1971.0,"Best Engineered Recording, Non-Classical",Bridge Over Troubled Water
487,1971.0,Best Ethnic or Traditional Recording (Including Traditional Blues),Good Feelin'
488,1971.0,Best Gospel Performance,Talk About The Good Times
489,1971.0,Best Instrumental Arrangement,Theme From 'Z'
490,1971.0,Best Instrumental Composition,Airport Love Theme
491,1971.0,"Best Jazz Performance, Large Group or Soloist with Large Group",Bitches Brew
492,1971.0,"Best Jazz Performance, Small Group or Soloist with Small Group",Alone
493,1971.0,Best New Artist,The Carpenters
494,1971.0,Best Opera Recording,Berlioz: Les Troyens
495,1971.0,Best Original Score Written for a Motion Picture or a Television Special,Let It Be
496,1971.0,"Best R&B Performance by a Duo or Group, Vocal or Instrumental",Didn't I (Blow Your Mind This Time)
497,1971.0,Best R&B Song,Patches
498,1971.0,"Best R&B Vocal Performance, Female",Don't Play That Song
499,1971.0,"Best R&B Vocal Performance, Male",The Thrill Is Gone
500,1971.0,Best Recording for Children,Sesame Street
501,1971.0,Best Sacred Performance,Everything Is Beautiful
502,1971.0,Best Score from an Original Cast Show Album,Company (Various Artists)
503,1971.0,Best Soul Gospel Performance,Every Man Wants To Be Free
504,1971.0,Best Spoken Word Recording,Why I Oppose The War In Vietnam
505,1971.0,Lifetime Achievement Award,Elvis Presley
506,1971.0,Record of the Year,Bridge Over Troubled Water
507,1971.0,Song of the Year,Bridge Over Troubled Water
508,1972.0,Album of the Year,Tapestry
509,1972.0,"Album of the Year, Classical",Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas)
510,1972.0,Best Album Cover,Pollution
511,1972.0,Best Album Notes,"Sam, Hard And Heavy"
512,1972.0,Best Arrangement Accompanying Vocalist(s),Uncle Albert/Admiral Halsey
513,1972.0,Best Chamber Music Performance,Debussy: Quartet In G Minor/Ravel: Quartet In F
514,1972.0,"Best Choral Performance, Classical",Berlioz: Requiem
515,1972.0,"Best Classical Performance, Instrumental Soloist or Soloists (with Orchestra)",Villa-Lobos: Concerto For Guitar
516,1972.0,"Best Classical Performance, Instrumental Soloist or Soloists (without Orchestra)",Horowitz Plays Rachmaninoff (Etudes-Tableaux Piano Music; Sonatas)
517,1972.0,"Best Classical Performance, Orchestra",Mahler: Symphony No. 1 In D
518,1972.0,Best Classical Vocal Soloist Performance,Leontyne Price Sings Robert Schumann
519,1972.0,Best Comedy Recording,This is a Recording
520,1972.0,Best Country Instrumental Performance,Snowbird
521,1972.0,Best Country Song,Help Me Make It Through The Night
522,1972.0,Best Country Vocal Performance by a Duo or Group,After The Fire Is Gone
523,1972.0,"Best Country Vocal Performance, Female",Help Me Make It Through The Night
524,1972.0,"Best Country Vocal Performance, Male","When You're Hot, You're Hot"
525,1972.0,"Best Engineered Recording, Classical",Berlioz: Requiem
526,1972.0,"Best Engineered Recording, Non-Classical",Theme From Shaft
527,1972.0,Best Ethnic or Traditional Recording,They Call Me Muddy Waters
528,1972.0,Best Gospel Performance,Let Me Live
529,1972.0,Best Instrumental Arrangement,Theme From Shaft
530,1972.0,Best Instrumental Composition,Summer of '42
531,1972.0,Best Jazz Performance by a Big Band,New Orleans Suite
532,1972.0,Best Jazz Performance by a Group,The Bill Evans Album
533,1972.0,Best Jazz Performance by a Soloist,The Bill Evans Album
534,1972.0,Best New Artist of the Year,Carly Simon
535,1972.0,Best Opera Recording,Verdi: Aida
536,1972.0,Best Original Score Written for a Motion Picture or a Television Special,Shaft
537,1972.0,Best Pop Instrumental Performance,Smackwater Jack
538,1972.0,Best Pop Vocal Performance by a Duo or Group,Carpenters
539,1972.0,"Best Pop Vocal Performance, Female",Tapestry
540,1972.0,"Best Pop Vocal Performance, Male",You've Got A Friend
541,1972.0,Best R&B Song,Ain't No Sunshine
542,1972.0,Best R&B Vocal Performance by a Group,Proud Mary
543,1972.0,"Best R&B Vocal Performance, Female",Bridge Over Troubled Water
544,1972.0,"Best R&B Vocal Performance, Male",A Natural Man
545,1972.0,Best Recording for Children,Bill Cosby Talks To Kids About Drugs
546,1972.0,Best Sacred Performance,Did You Think To Pray
547,1972.0,Best Score from an Original Cast Show Album,Godspell (Original Cast)
548,1972.0,Best Soul Gospel Performance,Put Your Hand In The Hand Of The Man From Galilee
549,1972.0,Best Spoken Word Recording,Desiderata
550,1972.0,Record of the Year,It's Too Late
551,1972.0,Song of the Year,You've Got A Friend
552,1973.0,Album of the Year,The Concert For Bangla Desh
553,1973.0,Best Album Cover,The Siegel-Schwall Band
554,1973.0,Best Album Notes,Tom T. Hall's Greatest Hits
555,1973.0,"Best Album Notes, Classical",Vaughan Williams: Symphony No. 2 (A London Symphony)
556,1973.0,Best Arrangement Accompanying Vocalist(s),What Are You Doing The Rest Of Your Life?
557,1973.0,Best Chamber Music Performance,"Julian And John (Works By Lawes, Carulli, Albeniz, Granados)"
558,1973.0,"Best Choral Performance, Classical",Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand)
559,1973.0,Best Classical Album,Mahler: Symphony No. 8 In E Flat (Symphony Of A Thousand)
560,1973.0,Best Classical Performance Instrumental Soloist or Soloists (with Orchestra),Brahms: Piano Concerto No. 2 In B Flat
561,1973.0,Best Classical Performance Instrumental Soloist or Soloists (without Orchestra),Horowitz Plays Chopin
562,1973.0,"Best Classical Performance, Orchestra",Mahler: Symphony No. 7 In E Minor
563,1973.0,Best Classical Vocal Soloist Performance,Brahms: Die Schone Magelone
564,1973.0,Best Comedy Recording,FM And AM
565,1973.0,Best Country Instrumental Performance,Charlie McCoy/The Real McCoy
566,1973.0,Best Country Song,Kiss An Angel Good Mornin'
567,1973.0,Best Country Vocal Performance by a Duo or Group,Class Of '57
568,1973.0,"Best Country Vocal Performance, Female",Happiest Girl In The Whole USA
569,1973.0,"Best Country Vocal Performance, Male",Charley Pride Sings Heart Songs
570,1973.0,"Best Engineered Recording, Classical",Mahler: Symphony No. 8 (Symphony Of A Thousand)
571,1973.0,"Best Engineered Recording, Non-Classical",Moods
572,1973.0,Best Ethnic or Traditional Recording (Including Traditional Blues),The London Muddy Waters Session
573,1973.0,Best Gospel Performance,L-O-V-E
574,1973.0,Best Inspirational Performance,He Touched Me
575,1973.0,Best Instrumental Arrangement,Theme from The French Connection
576,1973.0,Best Instrumental Composition,Outa-Space
577,1973.0,Best Jazz Performance by a Big Band,Toga Brava Suite
578,1973.0,Best Jazz Performance by a Group,First Light
579,1973.0,Best Jazz Performance by a Soloist,Alone At Last
580,1973.0,Best New Artist of the Year,America
581,1973.0,Best Opera Recording,Berlioz: Benvenuto Cellini
582,1973.0,Best Original Score Written for a Motion Picture or a Television Special,The Godfather
583,1973.0,"Best Pop Instrumental Performance by an Arranger, Composer, Orchestra and/or Choral Leader",Black Moses
584,1973.0,Best Pop Instrumental Performance by an Instrumental Performer,Outa-Space
585,1973.0,"Best Pop Vocal Performance by a Duo, Group or Chorus",Where Is The Love
586,1973.0,"Best Pop Vocal Performance, Female",I Am Woman
587,1973.0,"Best Pop Vocal Performance, Male",Without You
588,1973.0,Best R&B Instrumental Performance,Papa Was A Rollin' Stone
589,1973.0,Best R&B Song,Papa Was A Rollin' Stone
590,1973.0,"Best R&B Vocal Performance by a Duo, Group or Chorus",Papa Was A Rollin' Stone
591,1973.0,"Best R&B Vocal Performance, Female","Young, Gifted And Black"
592,1973.0,"Best R&B Vocal Performance, Male",Me And Mrs. Jones
593,1973.0,Best Recording for Children,The Electric Company
594,1973.0,Best Score from an Original Cast Show Album,"Don't Bother Me, I Can't Cope (Various Artists)"
